param_name,param_value_raw,optim_value,convergence,optimizer_run,param_value_human_readable
sr_gamma,3.547361502653284,33.447109115149324,converged,1,0.9622856632587152
softmax_temperature,127.18044223814104,33.447109115149324,converged,1,127.18044223814104
sr_gamma,3.5460344790467166,33.44710666551669,converged,2,0.9622498928414421
softmax_temperature,127.13033713961207,33.44710666551669,converged,2,127.13033713961207
sr_gamma,3.546161844898287,33.44710675326296,converged,3,0.9622533279798361
softmax_temperature,127.1256635111988,33.44710675326296,converged,3,127.1256635111988
sr_gamma,74.1024093177655,34.16661182691772,converged,4,0.99
softmax_temperature,362.1724774170757,34.16661182691772,converged,4,362.1724774170757
sr_gamma,424.60385530323924,34.1666117568209,converged,5,0.99
softmax_temperature,362.2021638169008,34.1666117568209,converged,5,362.2021638169008
sr_gamma,184.257916384162,34.16661180895539,converged,6,0.99
softmax_temperature,362.17608456816237,34.16661180895539,converged,6,362.17608456816237
sr_gamma,74.4528686117992,34.16661181219821,converged,7,0.99
softmax_temperature,362.1753926821884,34.16661181219821,converged,7,362.1753926821884
sr_gamma,3.544372887086369,33.44710678783402,converged,8,0.9622050407870736
softmax_temperature,127.01536878321588,33.44710678783402,converged,8,127.01536878321588
sr_gamma,3.54587403935978,33.44710656097476,converged,9,0.9622455650927536
softmax_temperature,127.10708672019712,33.44710656097476,converged,9,127.10708672019712
sr_gamma,3.5460043455945773,33.44710663068446,converged,10,0.9622490800625698
softmax_temperature,127.12710246514969,33.44710663068446,converged,10,127.12710246514969
sr_gamma,3.5450641343780656,33.447106623573085,converged,11,0.9622237084628263
softmax_temperature,127.07667236263623,33.447106623573085,converged,11,127.07667236263623
sr_gamma,3.5449973023629306,33.44710645212069,converged,12,0.9622219041436078
softmax_temperature,127.05092196597931,33.44710645212069,converged,12,127.05092196597931
sr_gamma,3.545542281131255,33.447106947497744,converged,13,0.962236614066752
softmax_temperature,127.11627783927119,33.447106947497744,converged,13,127.11627783927119
sr_gamma,3.545884877448965,33.44710772137417,converged,14,0.9622458574632948
softmax_temperature,127.14986908261817,33.44710772137417,converged,14,127.14986908261817
sr_gamma,3.545111429299376,33.44710669150852,converged,15,0.9622249852541835
softmax_temperature,127.0822253037205,33.44710669150852,converged,15,127.0822253037205
sr_gamma,3.5458096142645346,33.44710657048028,converged,16,0.96224382708628875
softmax_temperature,127.09997813628377,33.44710657048028,converged,16,127.09997813628377
sr_gamma,-17.92065602762159,79.71192544324624,converged,17,1.6322743744162554e-8
softmax_temperature,2.4983931748138275,79.71192544324624,converged,17,2.4983931748138275
sr_gamma,76.33449816398422,34.16661190679322,converged,18,0.99
softmax_temperature,362.23785477896456,34.16661190679322,converged,18,362.23785477896456
sr_gamma,70.38230088037247,34.16661223846135,converged,19,0.99
softmax_temperature,362.12975158690404,34.16661223846135,converged,19,362.12975158690404
sr_gamma,75.16484775864687,34.16661189713665,converged,20,0.99
softmax_temperature,362.2365937947294,34.16661189713665,converged,20,362.2365937947294
sr_gamma,-17.205378792947158,79.71192500128136,converged,21,3.3375986503224646e-8
softmax_temperature,2.903379655617755,79.71192500128136,converged,21,2.903379655617755
sr_gamma,3.5443098577448575,33.447107273052985,converged,22,0.9622033380242393
softmax_temperature,127.03422971318328,33.447107273052985,converged,22,127.03422971318328
sr_gamma,3.5462584463024975,33.44710686114804,converged,23,0.9622559331060349
softmax_temperature,127.14608528867974,33.44710686114804,converged,23,127.14608528867974
sr_gamma,3.5458852958076177,33.44710661461627,converged,24,0.9622458687489646
softmax_temperature,127.1045236809309,33.44710661461627,converged,24,127.1045236809309
sr_gamma,3.5467605630268406,33.44710763026443,converged,25,0.9622694702576753
softmax_temperature,127.18710477499113,33.44710763026443,converged,25,127.18710477499113
