param_name,param_value_raw,optim_value,convergence,optimizer_run,param_value_human_readable
sr_gamma,-0.902730403312753,60.62586795814622,converged,1,0.2856048247773141
softmax_temperature,28.60342177821044,60.62586795814622,converged,1,28.60342177821044
sr_gamma,38.53975211511988,74.51596530270679,converged,2,0.99
softmax_temperature,56.81287378115891,74.51596530270679,converged,2,56.81287378115891
sr_gamma,-0.9013520120766065,60.62586748650196,converged,3,0.2858850103614365
softmax_temperature,28.590191517389407,60.62586748650196,converged,3,28.590191517389407
sr_gamma,16.872926497650894,74.51596170306586,converged,4,0.9899999534610798
softmax_temperature,56.81104048144684,74.51596170306586,converged,4,56.81104048144684
sr_gamma,-0.9018046871594317,60.625867199873234,converged,5,0.28579297709453766
softmax_temperature,28.599682026943086,60.625867199873234,converged,5,28.599682026943086
sr_gamma,81.09500453653669,74.51596525695126,converged,6,0.99
softmax_temperature,56.810971874634504,74.51596525695126,converged,6,56.810971874634504
sr_gamma,-0.9076696923444574,60.62587580736619,converged,7,0.28460215759374347
softmax_temperature,28.677848302499775,60.62587580736619,converged,7,28.677848302499775
sr_gamma,-0.9011852005043283,60.625868114629505,converged,8,0.2859189292222449
softmax_temperature,28.58368008282998,60.625868114629505,converged,8,28.58368008282998
sr_gamma,-0.9030355524558713,60.625867448292084,converged,9,0.2855428191879592
softmax_temperature,28.61954480447156,60.625867448292084,converged,9,28.61954480447156
sr_gamma,-0.8957786650650503,60.62588476094062,converged,10,0.28701956733666206
softmax_temperature,28.499776330141824,60.62588476094062,converged,10,28.499776330141824
sr_gamma,-0.901318365208857,60.62586799523003,converged,11,0.2858918518012064
softmax_temperature,28.59853537496673,60.62586799523003,converged,11,28.59853537496673
sr_gamma,138.7650967578135,74.51596545025691,converged,12,0.99
softmax_temperature,56.81733365002884,74.51596545025691,converged,12,56.81733365002884
sr_gamma,132.45493804179955,74.51596527327114,converged,13,0.99
softmax_temperature,56.81170066037908,74.51596527327114,converged,13,56.81170066037908
sr_gamma,-0.9024592426534839,60.62586744912448,converged,14,0.28565993070337764
softmax_temperature,28.602416423633507,60.62586744912448,converged,14,28.602416423633507
sr_gamma,-0.9022617505132533,60.62586723517642,converged,15,0.2857000695121352
softmax_temperature,28.601619448283685,60.62586723517642,converged,15,28.601619448283685
sr_gamma,-0.9011099477593751,60.62586779497621,converged,16,0.2859342316250844
softmax_temperature,28.593199491871573,60.62586779497621,converged,16,28.593199491871573
sr_gamma,-0.9027418873920349,60.62586761178437,converged,17,0.2856024910944088
softmax_temperature,28.605445358333217,60.62586761178437,converged,17,28.605445358333217
sr_gamma,-0.8996266643237945,60.62586997525135,converged,18,0.28623595177278227
softmax_temperature,28.575384529654432,60.62586997525135,converged,18,28.575384529654432
sr_gamma,-0.9024608636659196,60.62586726823835,converged,19,0.2856596012585258
softmax_temperature,28.6112798069371,60.62586726823835,converged,19,28.6112798069371
sr_gamma,-0.9028876866286426,60.625867277341044,converged,20,0.2855728641771555
softmax_temperature,28.616286801485863,60.625867277341044,converged,20,28.616286801485863
sr_gamma,-15.743473642854951,79.71192448362069,converged,21,1.4398969187233244e-7
softmax_temperature,1.1415908458584454,79.71192448362069,converged,21,1.1415908458584454
sr_gamma,-0.9015117852563408,60.62586755546774,converged,22,0.28585252490290713
softmax_temperature,28.598910286448042,60.62586755546774,converged,22,28.598910286448042
sr_gamma,-0.9022859819131402,60.625867571750774,converged,23,0.28569514447990557
softmax_temperature,28.61123087022395,60.625867571750774,converged,23,28.61123087022395
sr_gamma,-19.816869166563265,79.71192573897113,converged,24,2.450632935111598e-9
softmax_temperature,1.3314073471992742,79.71192573897113,converged,24,1.3314073471992742
sr_gamma,-0.9029590620060584,60.62586872164402,converged,25,0.2855583611159298
softmax_temperature,28.625053974237986,60.62586872164402,converged,25,28.625053974237986
