param_name,param_value_raw,optim_value,convergence,optimizer_run,param_value_human_readable
search_threshold,-0.19932558582647616,69.97696844798307,converged,1,7.205326991623475
lapse_rate,-11.159954220157838,69.97696844798307,converged,1,1.4232699586281187e-5
search_threshold,0.0848332423117496,68.42416177570426,converged,2,8.339129609725884
lapse_rate,-1.0619554620746119,68.42416177570426,converged,2,0.2569359407326285
search_threshold,0.08494955921933309,68.4241618248932,converged,3,8.339594040118266
lapse_rate,-1.061635157146307,68.4241618248932,converged,3,0.2569970980665462
search_threshold,-0.19899366439720845,69.97712554884461,converged,4,7.2066415983689245
lapse_rate,-16.12841698757497,69.97712554884461,converged,4,9.897316498578164e-8
search_threshold,0.08489868357763693,68.42416200006564,converged,5,8.33939090403144
lapse_rate,-1.061516278716872,68.42416200006564,converged,5,0.2570197985096045
search_threshold,0.08481193669177817,68.42416177837,converged,6,8.33904454035357
lapse_rate,-1.0623671911400119,68.42416177837,converged,6,0.2568573413428963
search_threshold,0.08480502847012067,68.42416198306366,converged,7,8.339016957094675
lapse_rate,-1.0626889609787096,68.42416198306366,converged,7,0.2567959261913607
search_threshold,-0.19905498221087548,69.9771005073908,converged,8,7.2063987400094955
lapse_rate,-12.969697614293832,69.9771005073908,converged,8,2.329865670797301e-6
search_threshold,0.08491120296676069,68.4241617464464,converged,9,8.339440891445866
lapse_rate,-1.0623381910230882,68.4241617464464,converged,9,0.2568628769720258
search_threshold,0.08487432934135772,68.42416183188361,converged,10,8.339293662365566
lapse_rate,-1.0617390757665133,68.42416183188361,converged,10,0.2569772553497572
search_threshold,-0.19936700874112612,69.97712582658205,converged,11,7.205162935226521
lapse_rate,-18.427385754874315,69.97712582658205,converged,11,9.933174298413676e-9
search_threshold,0.08503849662015422,68.42416179970678,converged,12,8.339949148011819
lapse_rate,-1.0619087753609788,68.42416179970678,converged,12,0.25694485425475133
search_threshold,0.08470379939204895,68.4241621266027,converged,13,8.338612767072707
lapse_rate,-1.0626936232324251,68.4241621266027,converged,13,0.25679503639295626
search_threshold,0.08479496518356597,68.42416178483892,converged,14,8.338976776227303
lapse_rate,-1.0622505934912425,68.42416178483892,converged,14,0.25687959832514995
search_threshold,0.08501349677516584,68.42416183236156,converged,15,8.339849329148704
lapse_rate,-1.061635835986219,68.42416183236156,converged,15,0.2569969684423649
search_threshold,0.084566432181015,68.42416263963749,converged,16,8.338064281030714
lapse_rate,-1.0626303261598453,68.42416263963749,converged,16,0.2568071169104009
search_threshold,0.0849664144405215,68.42416181116273,converged,17,8.339661339490604
lapse_rate,-1.0616462674010825,68.42416181116273,converged,17,0.25699497657368353
search_threshold,0.08481738043993489,68.42416238965973,converged,18,8.339066276233353
lapse_rate,-1.061405480520742,68.42416238965973,converged,18,0.2570409571716258
search_threshold,0.0847471210607613,68.42416191169839,converged,19,8.338785743138805
lapse_rate,-1.062176223155924,68.42416191169839,converged,19,0.2568937953188637
search_threshold,0.08518238051679161,68.42416225446138,converged,20,8.34052364259089
lapse_rate,-1.0616858729304202,68.42416225446138,converged,20,0.25698741402772984
search_threshold,0.08464605097675112,68.4241623096725,converged,21,8.338382186964328
lapse_rate,-1.0627137456551847,68.4241623096725,converged,21,0.25679119602028877
search_threshold,0.08479127183353907,68.42416207237498,converged,22,8.338962029350126
lapse_rate,-1.0617159869794273,68.42416207237498,converged,22,0.25698166394624383
search_threshold,0.08513232095299522,68.42416220606718,converged,23,8.34032376691807
lapse_rate,-1.062124197250277,68.42416220606718,converged,23,0.2569037271572581
search_threshold,16.307060061040886,70.63459442414096,converged,24,15.99999867549456
lapse_rate,-0.01704520801224889,70.63459442414096,converged,24,0.4957388011668502
search_threshold,0.08477147753077555,68.42416198409879,converged,25,8.338882994247902
lapse_rate,-1.0626611903806535,68.42416198409879,converged,25,0.25680122629518537
