param_name,param_value_raw,optim_value,convergence,optimizer_run,param_value_human_readable
sr_gamma,-0.03379296412726517,49.368485860473285,converged,1,0.4866370372138539
softmax_temperature,34.43367620905562,49.368485860473285,converged,1,34.43367620905562
sr_gamma,-0.034527516228529787,49.368487718461694,converged,2,0.48645528859760395
softmax_temperature,34.42615213812165,49.368487718461694,converged,2,34.42615213812165
sr_gamma,-0.03430206683913504,49.36848579628228,converged,3,0.4865110708029874
softmax_temperature,34.43629971122226,49.36848579628228,converged,3,34.43629971122226
sr_gamma,133.9528110103997,65.89279512899586,converged,4,0.99
softmax_temperature,104.37092855080462,65.89279512899586,converged,4,104.37092855080462
sr_gamma,-0.034077648047148294,49.368485905126086,converged,5,0.48656659822522075
softmax_temperature,34.43992252430387,49.368485905126086,converged,5,34.43992252430387
sr_gamma,-0.033673945902961175,49.36848597927953,converged,6,0.4866664858458278
softmax_temperature,34.431536099822736,49.36848597927953,converged,6,34.431536099822736
sr_gamma,226.3505204920976,65.89279507823449,converged,7,0.99
softmax_temperature,104.35926151048129,65.89279507823449,converged,7,104.35926151048129
sr_gamma,234.7613189579407,65.89279535534195,converged,8,0.99
softmax_temperature,104.34481259168203,65.89279535534195,converged,8,104.34481259168203
sr_gamma,-0.0338075190372097,49.368486020727374,converged,9,0.48663343590232583
softmax_temperature,34.43772431364941,49.368486020727374,converged,9,34.43772431364941
sr_gamma,-0.03449260482935479,49.368485912981654,converged,10,0.4864639265968004
softmax_temperature,34.43965726591529,49.368485912981654,converged,10,34.43965726591529
sr_gamma,-0.034424431589204274,49.36848607698928,converged,11,0.48648079446605796
softmax_temperature,34.43391495563601,49.36848607698928,converged,11,34.43391495563601
sr_gamma,29.31576106534706,65.89279518900047,converged,12,0.9899999999998165
softmax_temperature,104.35107603105493,65.89279518900047,converged,12,104.35107603105493
sr_gamma,-0.03404302542202815,49.368486201198174,converged,13,0.4865751648401511
softmax_temperature,34.44231990882605,49.368486201198174,converged,13,34.44231990882605
sr_gamma,-0.03341730659293752,49.36848632850815,converged,14,0.48672998620891306
softmax_temperature,34.43012365711135,49.36848632850815,converged,14,34.43012365711135
sr_gamma,-0.0342806856783521,49.368485803867905,converged,15,0.48651636108492
softmax_temperature,34.439349740700905,49.368485803867905,converged,15,34.439349740700905
sr_gamma,29.898117707327426,65.89279522151625,converged,16,0.9899999999998973
softmax_temperature,104.37574744908524,65.89279522151625,converged,16,104.37574744908524
sr_gamma,-0.03434998733448551,49.36848602365868,converged,17,0.4864992139733865
softmax_temperature,34.43333466377751,49.36848602365868,converged,17,34.43333466377751
sr_gamma,25.890833072384073,65.89279506853802,converged,18,0.9899999999943586
softmax_temperature,104.36400337062395,65.89279506853802,converged,18,104.36400337062395
sr_gamma,31.436872781540163,65.8927987296492,converged,19,0.989999999999978
softmax_temperature,104.42644239265852,65.8927987296492,converged,19,104.42644239265852
sr_gamma,-0.03393195131120769,49.36848578019003,converged,20,0.4866026477450929
softmax_temperature,34.43383677645039,49.36848578019003,converged,20,34.43383677645039
sr_gamma,-0.0333403464292807,49.36848648682621,converged,21,0.48674902854493735
softmax_temperature,34.43113259033365,49.36848648682621,converged,21,34.43113259033365
sr_gamma,-0.03364984348652146,49.368486029919254,converged,22,0.4866724495043471
softmax_temperature,34.434070804027655,49.368486029919254,converged,22,34.434070804027655
sr_gamma,-0.03411962777748194,49.36848635286599,converged,23,0.4865562112615311
softmax_temperature,34.444031964241304,49.36848635286599,converged,23,34.444031964241304
sr_gamma,-0.03454665248499186,49.36848664980226,converged,24,0.48645055378620283
softmax_temperature,34.4313673882439,49.36848664980226,converged,24,34.4313673882439
sr_gamma,29.063176741044025,65.89279529330928,converged,25,0.9899999999997637
softmax_temperature,104.3468550001239,65.89279529330928,converged,25,104.3468550001239
