param_name,param_value_raw,optim_value,convergence,optimizer_run,param_value_human_readable
sr_gamma,1.8095235758789578,49.76643177369334,converged,1,0.8507112414011231
softmax_temperature,36.996026736741356,49.76643177369334,converged,1,36.996026736741356
lapse_rate,-30.559981806428176,49.76643177369334,converged,1,5.345256304300916e-14
sr_gamma,1.8089063218187618,49.766431616516755,converged,2,0.8506373449952813
softmax_temperature,36.99298059511496,49.766431616516755,converged,2,36.99298059511496
lapse_rate,-43.25992788632381,49.766431616516755,converged,2,1.6309927533594409e-19
sr_gamma,1.8087970311318515,49.76613335541225,converged,3,0.8506242575201831
softmax_temperature,36.99726954012692,49.76613335541225,converged,3,36.99726954012692
lapse_rate,-11.762901888986747,49.76613335541225,converged,3,7.788130787368876e-6
sr_gamma,1.8092549224279018,49.76643141803888,converged,4,0.8506790827821702
softmax_temperature,36.99780683684071,49.76643141803888,converged,4,36.99780683684071
lapse_rate,-20.097892738898906,49.76643141803888,converged,4,1.8689431229063535e-9
sr_gamma,326.7575427148815,55.02653355721415,converged,5,0.99
softmax_temperature,166.61227840039803,55.02653355721415,converged,5,166.61227840039803
lapse_rate,-304.0330756681614,55.02653355721415,converged,5,9.122480028298588e-133
sr_gamma,1.8091425494808275,49.766431735333235,converged,6,0.8506656295638918
softmax_temperature,36.99066767562121,49.766431735333235,converged,6,36.99066767562121
lapse_rate,-29.32793201414985,49.766431735333235,converged,6,1.832487245833187e-13
sr_gamma,0.8508735976353607,44.34060257286609,converged,7,0.6937428637252786
softmax_temperature,177.31928005206032,44.34060257286609,converged,7,177.31928005206032
lapse_rate,-1.2770907332395942,44.34060257286609,converged,7,0.21804585206266863
sr_gamma,23.471851302310824,79.71192576439371,converged,8,0.9899999999366218
softmax_temperature,-14.582873654551742,79.71192576439371,converged,8,-14.582873654551742
lapse_rate,41.41923309676349,79.71192576439371,converged,8,1
sr_gamma,1.8096268451021085,49.766431922664374,converged,9,0.8507236013831793
softmax_temperature,36.996877063034816,49.766431922664374,converged,9,36.996877063034816
lapse_rate,-40.49701660979325,49.766431922664374,converged,9,2.5844560598562216e-18
sr_gamma,-13.160758915357292,79.71192576434784,converged,10,1.9054141415508414e-6
softmax_temperature,0.02529029082506895,79.71192576434784,converged,10,0.02529029082506895
lapse_rate,9.009912852197886,79.71192576434784,converged,10,0.9998778224248206
sr_gamma,22.93087534044357,55.02653330890637,converged,11,0.9899999998911365
softmax_temperature,166.60249606726904,55.02653330890637,converged,11,166.60249606726904
lapse_rate,-223.10960123032896,55.02653330890637,converged,11,1.272715478770294e-97
sr_gamma,1.8091641786051773,49.766431724934506,converged,12,0.850668219073422
softmax_temperature,37.00026964847342,49.766431724934506,converged,12,37.00026964847342
lapse_rate,-36.43226256099753,49.766431724934506,converged,12,1.5054606436845763e-16
sr_gamma,327.35679003945745,55.02653391079327,converged,13,0.99
softmax_temperature,166.62278793372312,55.02653391079327,converged,13,166.62278793372312
lapse_rate,-312.58129366411026,55.02653391079327,converged,13,1.7687604368418095e-136
sr_gamma,1.8091827862181797,49.76643174711931,converged,14,0.8506704468055253
softmax_temperature,36.990937841990814,49.76643174711931,converged,14,36.990937841990814
lapse_rate,-39.54872693931037,49.76643174711931,converged,14,6.671233227941097e-18
sr_gamma,1.80937652832776,49.76643167813953,converged,15,0.8506936401399541
softmax_temperature,36.99415520996378,49.76643167813953,converged,15,36.99415520996378
lapse_rate,-26.422055196282894,49.76643167813953,converged,15,3.3500186722998898e-12
sr_gamma,1.8090870949305806,49.76643225394586,converged,16,0.8506589901798467
softmax_temperature,36.98674332828949,49.76643225394586,converged,16,36.98674332828949
lapse_rate,-85.67689709119927,49.76643225394586,converged,16,6.180112298448394e-38
sr_gamma,1.809216045383184,49.76643171505198,converged,17,0.8506744285698162
softmax_temperature,37.000747488841434,49.76643171505198,converged,17,37.000747488841434
lapse_rate,-28.493428125652372,49.76643171505198,converged,17,4.2214475192392847e-13
sr_gamma,1.8090420042062039,49.766431631658335,converged,18,0.8506535914262979
softmax_temperature,36.99752345274339,49.766431631658335,converged,18,36.99752345274339
lapse_rate,-39.227967241171626,49.766431631658335,converged,18,9.19412260590734e-18
sr_gamma,1.809712716633471,49.76643084723842,converged,19,0.8507338783894801
softmax_temperature,37.00332314767097,49.76643084723842,converged,19,37.00332314767097
lapse_rate,-17.365914830389194,49.76643084723842,converged,19,2.8713028597080022e-8
sr_gamma,1.809186173228303,49.76643173446254,converged,20,0.8506708523003925
softmax_temperature,36.991083285640286,49.76643173446254,converged,20,36.991083285640286
lapse_rate,-41.800368843456994,49.76643173446254,converged,20,7.019892632673997e-19
sr_gamma,1.8091908990412504,49.76643227307523,converged,21,0.8506714180758814
softmax_temperature,37.00417064207849,49.76643227307523,converged,21,37.00417064207849
lapse_rate,-41.91350691871733,49.76643227307523,converged,21,6.268956091311104e-19
sr_gamma,1.8096276076639992,49.766431776317056,converged,22,0.8507236926485018
softmax_temperature,37.00121427500265,49.766431776317056,converged,22,37.00121427500265
lapse_rate,-36.21925265421341,49.766431776317056,converged,22,1.8628523483312465e-16
sr_gamma,-24.405298498769596,79.71192576439371,converged,23,2.492003955706817e-11
softmax_temperature,-4.026852332210812,79.71192576439371,converged,23,-4.026852332210812
lapse_rate,20.876530564700538,79.71192576439371,converged,23,0.9999999991420974
sr_gamma,-20.980972159653902,79.71192576439371,converged,24,7.650939369206098e-10
softmax_temperature,-4.798491143621503,79.71192576439371,converged,24,-4.798491143621503
lapse_rate,15.234927736222742,79.71192576439371,converged,24,0.9999997581451244
