measurement_id,sub_id,trial,target_id,guess_id,guess_number,guess_correct
1,4,8,6,4,1,1
1,4,8,6,7,2,1
1,4,9,4,7,1,0
1,4,9,4,5,2,1
1,4,9,4,6,3,1
1,4,9,4,2,4,1
1,4,10,11,12,1,1
1,4,10,11,13,2,1
1,4,10,11,9,3,1
1,4,11,10,8,1,1
1,4,11,10,12,2,1
1,4,12,7,6,1,1
1,4,12,7,4,2,0
1,4,13,13,12,1,1
1,4,13,13,11,2,1
1,5,1,10,12,1,1
1,5,1,10,8,2,1
1,5,2,11,13,1,1
1,5,2,11,12,2,1
1,5,2,11,9,3,1
1,5,3,9,8,1,1
1,5,3,9,11,2,1
1,5,4,7,5,1,1
1,5,4,7,6,2,1
1,5,5,4,6,1,1
1,5,5,4,5,2,1
1,5,5,4,3,3,1
1,5,5,4,2,4,1
1,5,6,1,2,1,1
1,5,6,1,8,2,1
1,5,7,2,4,1,1
1,5,7,2,1,2,1
1,5,7,2,3,3,1
1,5,8,8,10,1,1
1,5,8,8,1,2,1
1,5,8,8,9,3,1
1,5,9,3,5,1,1
1,5,9,3,2,2,1
1,5,9,3,4,3,1
1,5,10,5,4,1,1
1,5,10,5,3,2,1
1,5,10,5,7,3,1
1,5,11,12,11,1,1
1,5,11,12,13,2,1
1,5,11,12,10,3,1
1,5,12,6,4,1,1
1,5,12,6,7,2,1
1,5,13,13,12,1,1
1,5,13,13,11,2,1
1,6,1,9,11,1,1
1,6,1,9,8,2,1
1,6,2,13,11,1,1
1,6,2,13,12,2,1
1,6,3,3,2,1,1
1,6,3,3,4,2,1
1,6,3,3,5,3,1
1,6,4,8,12,1,0
1,6,4,8,9,2,1
1,6,4,8,1,3,1
1,6,5,1,8,1,1
1,6,5,1,2,2,1
1,6,6,12,10,1,1
1,6,6,12,8,2,0
1,6,6,12,11,3,1
1,6,7,10,12,1,1
1,6,7,10,8,2,1
1,6,8,7,6,1,1
1,6,8,7,5,2,1
1,6,9,4,6,1,1
1,6,9,4,3,2,1
1,6,9,4,5,3,1
1,6,9,4,2,4,1
1,6,10,11,12,1,1
1,6,10,11,13,2,1
1,6,10,11,9,3,1
1,6,11,6,4,1,1
1,6,11,6,7,2,1
1,6,12,5,3,1,1
1,6,12,5,7,2,1
1,6,12,5,4,3,1
1,6,13,2,3,1,1
1,6,13,2,1,2,1
1,6,13,2,4,3,1
1,7,1,9,8,1,1
1,7,1,9,11,2,1
1,7,2,10,12,1,1
1,7,2,10,1,2,0
1,7,2,10,8,3,1
1,7,3,2,4,1,1
1,7,3,2,5,2,0
1,7,3,2,3,3,1
1,7,4,6,7,1,1
1,7,4,6,4,2,1
1,7,5,13,12,1,1
1,7,5,13,11,2,1
1,7,5,13,10,3,0
1,7,6,3,5,1,1
1,7,6,3,2,2,1
1,7,6,3,4,3,1
1,7,7,5,4,1,1
1,7,7,5,7,2,1
1,7,7,5,3,3,1
1,7,8,11,12,1,1
1,7,8,11,9,2,1
1,7,8,11,13,3,1
1,7,9,12,2,1,0
1,7,9,12,13,2,1
1,7,9,12,11,3,1
1,7,10,7,5,1,1
1,7,10,7,6,2,1
1,7,11,8,1,1,1
1,7,11,8,9,2,1
1,7,11,8,10,3,1
1,7,12,4,3,1,1
1,7,12,4,5,2,1
1,7,12,4,6,3,1
1,7,12,4,2,4,1
1,7,13,1,10,1,0
1,7,13,1,8,2,1
1,8,1,12,11,1,1
1,8,1,12,13,2,1
1,8,2,8,1,1,1
1,8,2,8,10,2,1
1,8,2,8,4,3,0
1,8,3,4,3,1,1
1,8,3,4,2,2,1
1,8,3,4,5,3,1
1,8,3,4,6,4,1
1,8,4,9,11,1,1
1,8,4,9,8,2,1
1,8,5,2,5,1,0
1,8,5,2,1,2,1
1,8,5,2,4,3,1
1,8,5,2,3,4,1
1,8,6,3,1,1,0
1,8,6,3,2,2,1
1,8,6,3,4,3,1
1,8,7,10,1,1,0
1,8,7,10,8,2,1
1,8,8,1,3,1,0
1,8,8,1,2,2,1
1,8,9,6,7,1,1
1,8,9,6,4,2,1
1,8,10,7,6,1,1
1,8,10,7,5,2,1
1,8,11,13,12,1,1
1,8,11,13,11,2,1
1,8,12,11,13,1,1
1,8,12,11,9,2,1
1,8,12,11,12,3,1
1,8,13,5,7,1,1
1,8,13,5,4,2,1
1,9,1,12,11,1,1
1,9,1,12,13,2,1
1,9,2,4,5,1,1
1,9,2,4,8,2,0
1,9,2,4,3,3,1
1,9,2,4,6,4,1
1,9,3,11,12,1,1
1,9,3,11,13,2,1
1,9,3,11,2,3,0
1,9,4,10,8,1,1
1,9,4,10,12,2,1
1,9,4,10,2,3,0
1,9,5,1,8,1,1
1,9,5,1,2,2,1
1,9,6,7,6,1,1
1,9,6,7,5,2,1
1,9,7,6,7,1,1
1,9,7,6,4,2,1
1,9,8,13,12,1,1
1,9,8,13,11,2,1
1,9,9,8,10,1,1
1,9,9,8,2,2,0
1,9,9,8,9,3,1
1,9,10,3,2,1,1
1,9,10,3,5,2,1
1,9,10,3,9,3,0
1,9,11,5,3,1,1
1,9,11,5,7,2,1
1,9,11,5,4,3,1
1,9,12,2,4,1,1
1,9,12,2,1,2,1
1,9,12,2,3,3,1
1,9,13,9,10,1,0
1,9,13,9,8,2,1
1,10,1,13,11,1,1
1,10,1,13,12,2,1
1,10,2,9,11,1,1
1,10,2,9,8,2,1
1,10,3,7,6,1,1
1,10,3,7,4,2,0
1,10,4,2,3,1,1
1,10,4,2,1,2,1
1,10,5,5,6,1,0
1,10,5,5,4,2,1
1,10,5,5,3,3,1
1,10,6,11,12,1,1
1,10,6,11,13,2,1
1,10,6,11,9,3,1
1,10,7,4,3,1,1
1,10,7,4,5,2,1
1,10,7,4,6,3,1
1,10,8,3,4,1,1
1,10,8,3,5,2,1
1,10,8,3,7,3,0
1,10,8,3,2,4,1
1,10,9,6,7,1,1
1,10,9,6,4,2,1
1,10,10,1,2,1,1
1,10,10,1,8,2,1
1,10,11,12,13,1,1
1,10,11,12,10,2,1
1,10,11,12,11,3,1
1,10,12,8,1,1,1
1,10,12,8,9,2,1
1,10,13,10,12,1,1
1,10,13,10,8,2,1
1,11,1,5,7,1,1
1,11,1,5,4,2,1
1,11,1,5,3,3,1
1,11,2,2,3,1,1
1,11,2,2,4,2,1
1,11,2,2,1,3,1
1,11,3,13,11,1,1
1,11,3,13,12,2,1
1,11,4,10,12,1,1
1,11,4,10,8,2,1
1,11,5,6,4,1,1
1,11,5,6,7,2,1
1,11,6,1,8,1,1
1,11,6,1,2,2,1
1,11,7,12,11,1,1
1,11,7,12,13,2,1
1,11,7,12,10,3,1
1,11,8,9,8,1,1
1,11,8,9,11,2,1
1,11,9,8,1,1,1
1,11,9,8,10,2,1
1,11,9,8,9,3,1
1,11,10,3,5,1,1
1,11,10,3,4,2,1
1,11,10,3,2,3,1
1,11,11,7,5,1,1
1,11,11,7,6,2,1
1,11,12,11,13,1,1
1,11,12,11,12,2,1
1,11,12,11,9,3,1
1,11,13,4,5,1,1
1,11,13,4,3,2,1
1,11,13,4,6,3,1
1,11,13,4,2,4,1
1,12,1,7,5,1,1
1,12,1,7,6,2,1
1,12,2,12,10,1,1
1,12,2,12,13,2,1
1,12,2,12,11,3,1
1,12,3,8,1,1,1
1,12,3,8,10,2,1
1,12,3,8,9,3,1
1,12,4,10,8,1,1
1,12,4,10,12,2,1
1,12,5,6,7,1,1
1,12,5,6,4,2,1
1,12,6,4,5,1,1
1,12,6,4,3,2,1
1,12,6,4,2,3,1
1,12,6,4,6,4,1
1,12,7,3,2,1,1
1,12,7,3,4,2,1
1,12,7,3,5,3,1
1,12,8,5,4,1,1
1,12,8,5,7,2,1
1,12,8,5,3,3,1
1,12,9,11,12,1,1
1,12,9,11,13,2,1
1,12,9,11,9,3,1
1,12,10,1,2,1,1
1,12,10,1,8,2,1
1,12,11,9,8,1,1
1,12,11,9,5,2,0
1,12,12,13,11,1,1
1,12,12,13,12,2,1
1,12,13,2,4,1,1
1,12,13,2,3,2,1
1,12,13,2,1,3,1
1,13,1,8,10,1,1
1,13,1,8,1,2,1
1,13,1,8,9,3,1
1,13,2,1,2,1,1
1,13,2,1,8,2,1
1,13,3,5,7,1,1
1,13,3,5,3,2,1
1,13,3,5,4,3,1
1,13,4,6,4,1,1
1,13,4,6,7,2,1
1,13,5,9,11,1,1
1,13,5,9,8,2,1
1,13,6,10,12,1,1
1,13,6,10,8,2,1
1,13,7,3,2,1,1
1,13,7,3,5,2,1
1,13,7,3,4,3,1
1,13,8,11,13,1,1
1,13,8,11,9,2,1
1,13,8,11,12,3,1
1,13,9,2,4,1,1
1,13,9,2,1,2,1
1,13,9,2,3,3,1
1,13,10,13,12,1,1
1,13,10,13,11,2,1
1,13,11,12,13,1,1
1,13,11,12,10,2,1
1,13,11,12,11,3,1
1,13,12,4,5,1,1
1,13,12,4,3,2,1
1,13,12,4,6,3,1
1,13,12,4,13,4,0
1,13,13,7,5,1,1
1,13,13,7,6,2,1
1,14,1,12,11,1,1
1,14,1,12,10,2,1
1,14,2,5,1,1,0
1,14,2,5,4,2,1
1,14,2,5,7,3,1
1,14,3,9,11,1,1
1,14,3,9,6,2,0
1,14,3,9,5,3,0
1,14,4,1,2,1,1
1,14,4,1,8,2,1
1,14,4,1,9,3,0
1,14,5,3,2,1,1
1,14,5,3,4,2,1
1,14,5,3,8,3,0
1,14,6,4,3,1,1
1,14,6,4,6,2,1
1,14,6,4,5,3,1
1,14,6,4,2,4,1
1,14,7,11,13,1,1
1,14,7,11,12,2,1
1,14,7,11,9,3,1
1,14,8,13,11,1,1
1,14,8,13,12,2,1
1,14,9,10,8,1,1
1,14,9,10,12,2,1
1,14,10,6,7,1,1
1,14,10,6,4,2,1
1,14,11,7,6,1,1
1,14,11,7,5,2,1
1,14,12,8,10,1,1
1,14,12,8,3,2,0
1,14,12,8,2,3,0
1,14,13,2,8,1,0
1,14,13,2,3,2,1
1,14,13,2,1,3,1
1,14,13,2,4,4,1
1,15,1,1,8,1,1
1,15,1,1,2,2,1
1,15,2,4,2,1,1
1,15,2,4,3,2,1
1,15,2,4,5,3,1
1,15,2,4,6,4,1
1,15,3,3,4,1,1
1,15,3,3,5,2,1
1,15,4,6,4,1,1
1,15,4,6,7,2,1
1,15,5,8,9,1,1
1,15,5,8,1,2,1
1,15,5,8,10,3,1
1,15,6,7,6,1,1
1,15,6,7,11,2,0
1,15,7,12,10,1,1
1,15,7,12,11,2,1
1,15,7,12,13,3,1
1,15,8,9,11,1,1
1,15,8,9,8,2,1
1,15,9,5,2,1,0
1,15,9,5,3,2,1
1,15,9,5,4,3,1
1,15,10,10,8,1,1
1,15,10,10,12,2,1
1,15,11,2,3,1,1
1,15,11,2,1,2,1
1,15,11,2,4,3,1
1,15,12,13,12,1,1
1,15,12,13,11,2,1
1,15,12,13,10,3,0
1,15,13,11,12,1,1
1,15,13,11,9,2,1
1,15,13,11,13,3,1
1,16,1,12,13,1,1
1,16,1,12,10,2,1
1,16,1,12,11,3,1
1,16,2,7,5,1,1
1,16,2,7,6,2,1
1,16,3,5,4,1,1
1,16,3,5,7,2,1
1,16,3,5,3,3,1
1,16,3,5,1,4,0
1,16,4,13,11,1,1
1,16,4,13,12,2,1
1,16,5,6,4,1,1
1,16,5,6,7,2,1
1,16,6,3,5,1,1
1,16,6,3,1,2,0
1,16,6,3,4,3,1
1,16,7,11,12,1,1
1,16,7,11,9,2,1
1,16,7,11,13,3,1
1,16,8,4,1,1,0
1,16,8,4,6,2,1
1,16,8,4,5,3,1
1,16,8,4,3,4,1
1,16,9,10,8,1,1
1,16,9,10,12,2,1
1,16,10,2,8,1,0
1,16,10,2,10,2,0
1,16,11,8,1,1,1
1,16,11,8,2,2,0
1,16,11,8,9,3,1
1,16,12,9,11,1,1
1,16,12,9,8,2,1
1,16,13,1,4,1,0
1,16,13,1,6,2,0
1,17,1,13,8,1,0
1,17,1,13,12,2,1
1,17,1,13,10,3,0
1,17,2,11,12,1,1
1,17,2,11,8,2,0
1,17,2,11,9,3,1
1,17,3,4,5,1,1
1,17,3,4,7,2,0
1,17,3,4,3,3,1
1,17,3,4,2,4,1
1,17,4,9,12,1,0
1,17,4,9,11,2,1
1,17,4,9,8,3,1
1,17,5,2,4,1,1
1,17,5,2,7,2,0
1,17,5,2,11,3,0
1,17,5,2,5,4,0
1,17,6,10,8,1,1
1,17,6,10,12,2,1
1,17,6,10,1,3,0
1,17,6,10,11,4,0
1,17,7,3,5,1,1
1,17,7,3,2,2,1
1,17,7,3,7,3,0
1,17,7,3,4,4,1
1,17,8,8,11,1,0
1,17,8,8,12,2,0
1,17,8,8,9,3,1
1,17,8,8,10,4,1
1,17,9,6,7,1,1
1,17,9,6,3,2,0
1,17,9,6,4,3,1
1,17,10,5,4,1,1
1,17,10,5,7,2,1
1,17,10,5,11,3,0
1,17,10,5,3,4,1
1,17,11,7,3,1,0
1,17,11,7,4,2,0
1,17,11,7,5,3,1
1,17,11,7,11,4,0
1,17,12,12,1,1,0
1,17,12,12,9,2,0
1,17,12,12,11,3,1
1,17,13,1,12,1,0
1,17,13,1,11,2,0
1,17,13,1,13,3,0
1,18,1,6,3,1,0
1,18,1,6,4,2,1
1,18,2,13,8,1,0
1,18,2,13,11,2,1
1,18,3,2,3,1,1
1,18,3,2,4,2,1
1,18,3,2,1,3,1
1,18,4,5,4,1,1
1,18,4,5,3,2,1
1,18,4,5,7,3,1
1,18,5,7,5,1,1
1,18,5,7,6,2,1
1,18,5,7,3,3,0
1,18,6,10,1,1,0
1,18,6,10,13,2,0
1,18,6,10,8,3,1
1,18,7,12,7,1,0
1,18,7,12,1,2,0
1,18,8,11,9,1,1
1,18,8,11,13,2,1
1,18,9,4,3,1,1
1,18,9,4,6,2,1
1,18,9,4,2,3,1
1,18,9,4,1,4,0
1,18,10,8,10,1,1
1,18,10,8,9,2,1
1,18,11,1,13,1,0
1,18,11,1,12,2,0
1,18,11,1,10,3,0
1,18,12,9,8,1,1
1,18,12,9,11,2,1
1,18,13,3,4,1,1
1,18,13,3,1,2,0
1,18,13,3,6,3,0
1,18,13,3,2,4,1
1,19,1,6,4,1,1
1,19,1,6,7,2,1
1,19,2,11,9,1,1
1,19,2,11,13,2,1
1,19,2,11,12,3,1
1,19,3,12,11,1,1
1,19,3,12,13,2,1
1,19,4,9,8,1,1
1,19,4,9,11,2,1
1,19,5,13,12,1,1
1,19,5,13,11,2,1
1,19,6,2,3,1,1
1,19,6,2,4,2,1
1,19,6,2,1,3,1
1,19,7,1,2,1,1
1,19,7,1,8,2,1
1,19,8,3,4,1,1
1,19,8,3,5,2,1
1,19,8,3,2,3,1
1,19,9,5,3,1,1
1,19,9,5,4,2,1
1,19,9,5,7,3,1
1,19,10,8,1,1,1
1,19,10,8,9,2,1
1,19,10,8,10,3,1
1,19,11,7,6,1,1
1,19,11,7,5,2,1
1,19,12,10,8,1,1
1,19,12,10,12,2,1
1,19,13,4,5,1,1
1,19,13,4,2,2,1
1,19,13,4,6,3,1
1,19,13,4,3,4,1
1,20,1,2,4,1,1
1,20,1,2,3,2,1
1,20,1,2,1,3,1
1,20,2,10,12,1,1
1,20,2,10,8,2,1
1,20,2,10,11,3,0
1,20,3,1,2,1,1
1,20,3,1,8,2,1
1,20,4,4,5,1,1
1,20,4,4,3,2,1
1,20,4,4,2,3,1
1,20,4,4,6,4,1
1,20,5,11,7,1,0
1,20,5,11,9,2,1
1,20,5,11,13,3,1
1,20,5,11,12,4,1
1,20,6,9,11,1,1
1,20,6,9,8,2,1
1,20,7,12,13,1,1
1,20,7,12,10,2,1
1,20,7,12,11,3,1
1,20,8,13,12,1,1
1,20,8,13,11,2,1
1,20,9,5,3,1,1
1,20,9,5,4,2,1
1,20,9,5,7,3,1
1,20,10,3,5,1,1
1,20,10,3,4,2,1
1,20,10,3,2,3,1
1,20,11,7,6,1,1
1,20,11,7,5,2,1
1,20,11,7,10,3,0
1,20,12,6,4,1,1
1,20,12,6,5,2,0
1,20,12,6,7,3,1
1,20,13,8,9,1,1
1,20,13,8,7,2,0
1,20,13,8,10,3,1
1,22,1,1,2,1,1
1,22,1,1,8,2,1
1,22,2,3,5,1,1
1,22,2,3,1,2,0
1,22,2,3,2,3,1
1,22,3,8,1,1,1
1,22,3,8,10,2,1
1,22,3,8,9,3,1
1,22,4,11,12,1,1
1,22,4,11,13,2,1
1,22,4,11,9,3,1
1,22,5,7,2,1,0
1,22,5,7,6,2,1
1,22,6,5,4,1,1
1,22,6,5,3,2,1
1,22,7,9,8,1,1
1,22,7,9,11,2,1
1,22,8,10,12,1,1
1,22,8,10,8,2,1
1,22,9,13,12,1,1
1,22,9,13,11,2,1
1,22,10,4,2,1,1
1,22,10,4,3,2,1
1,22,10,4,9,3,0
1,22,11,6,7,1,1
1,22,11,6,4,2,1
1,22,12,12,13,1,1
1,22,12,12,11,2,1
1,22,12,12,10,3,1
1,22,13,2,8,1,0
1,22,13,2,3,2,1
1,23,1,9,8,1,1
1,23,1,9,11,2,1
1,23,2,4,3,1,1
1,23,2,4,5,2,1
1,23,2,4,2,3,1
1,23,2,4,1,4,0
1,23,3,8,9,1,1
1,23,3,8,10,2,1
1,23,3,8,1,3,1
1,23,4,7,6,1,1
1,23,4,7,5,2,1
1,23,5,5,3,1,1
1,23,5,5,7,2,1
1,23,6,6,7,1,1
1,23,6,6,5,2,0
1,23,7,3,4,1,1
1,23,7,3,5,2,1
1,23,8,11,12,1,1
1,23,8,11,13,2,1
1,23,9,2,4,1,1
1,23,9,2,5,2,0
1,23,10,10,8,1,1
1,23,10,10,12,2,1
1,23,11,12,11,1,1
1,23,11,12,10,2,1
1,23,11,12,13,3,1
1,23,12,1,12,1,0
1,23,12,1,8,2,1
1,23,12,1,4,3,0
1,23,13,13,4,1,0
1,23,13,13,11,2,1
1,24,1,10,12,1,1
1,24,1,10,8,2,1
1,24,2,1,9,1,0
1,24,2,1,8,2,1
1,24,3,4,6,1,1
1,24,3,4,5,2,1
1,24,3,4,3,3,1
1,24,3,4,2,4,1
1,24,4,8,1,1,1
1,24,4,8,10,2,1
1,24,4,8,9,3,1
1,24,5,3,5,1,1
1,24,5,3,4,2,1
1,24,5,3,2,3,1
1,24,6,9,11,1,1
1,24,6,9,8,2,1
1,24,7,2,3,1,1
1,24,7,2,4,2,1
1,24,7,2,1,3,1
1,24,8,7,5,1,1
1,24,8,7,6,2,1
1,24,9,5,4,1,1
1,24,9,5,7,2,1
1,24,9,5,3,3,1
1,24,10,12,10,1,1
1,24,10,12,11,2,1
1,24,10,12,13,3,1
1,24,11,13,11,1,1
1,24,11,13,12,2,1
1,24,12,11,9,1,1
1,24,12,11,12,2,1
1,24,12,11,13,3,1
1,24,13,6,4,1,1
1,24,13,6,7,2,1
1,25,1,8,9,1,1
1,25,1,8,10,2,1
1,25,1,8,1,3,1
1,25,2,12,11,1,1
1,25,2,12,13,2,1
1,25,2,12,10,3,1
1,25,3,9,8,1,1
1,25,3,9,11,2,1
1,25,4,10,12,1,1
1,25,4,10,8,2,1
1,25,5,4,1,1,0
1,25,5,4,6,2,1
1,25,5,4,3,3,1
1,25,5,4,5,4,1
1,25,6,13,11,1,1
1,25,6,13,12,2,1
1,25,7,6,7,1,1
1,25,7,6,4,2,1
1,25,8,3,4,1,1
1,25,8,3,2,2,1
1,25,8,3,5,3,1
1,25,9,1,13,1,0
1,25,9,1,4,2,0
1,25,9,1,12,3,0
1,25,10,11,12,1,1
1,25,10,11,13,2,1
1,25,10,11,8,3,0
1,25,11,7,5,1,1
1,25,11,7,6,2,1
1,25,12,5,4,1,1
1,25,12,5,3,2,1
1,25,12,5,7,3,1
1,25,13,2,3,1,1
1,25,13,2,13,2,0
1,26,1,3,4,1,1
1,26,1,3,2,2,1
1,26,1,3,5,3,1
1,26,2,8,10,1,1
1,26,2,8,9,2,1
1,26,2,8,1,3,1
1,26,3,9,8,1,1
1,26,3,9,11,2,1
1,26,4,4,6,1,1
1,26,4,4,5,2,1
1,26,4,4,3,3,1
1,26,4,4,2,4,1
1,26,5,1,8,1,1
1,26,5,1,2,2,1
1,26,6,11,13,1,1
1,26,6,11,9,2,1
1,26,6,11,12,3,1
1,26,7,6,4,1,1
1,26,7,6,7,2,1
1,26,8,12,10,1,1
1,26,8,12,13,2,1
1,26,8,12,11,3,1
1,26,9,10,8,1,1
1,26,9,10,12,2,1
1,26,10,2,4,1,1
1,26,10,2,3,2,1
1,26,10,2,1,3,1
1,26,11,13,12,1,1
1,26,11,13,11,2,1
1,26,12,5,7,1,1
1,26,12,5,6,2,0
1,26,13,7,6,1,1
1,26,13,7,5,2,1
1,27,1,10,12,1,1
1,27,1,10,8,2,1
1,27,2,7,5,1,1
1,27,2,7,4,2,0
1,27,2,7,6,3,1
1,27,3,4,7,1,0
1,27,3,4,2,2,1
1,27,3,4,6,3,1
1,27,3,4,5,4,1
1,27,4,2,3,1,1
1,27,4,2,1,2,1
1,27,4,2,4,3,1
1,27,5,8,1,1,1
1,27,5,8,9,2,1
1,27,6,5,4,1,1
1,27,6,5,7,2,1
1,27,6,5,3,3,1
1,27,7,3,4,1,1
1,27,7,3,5,2,1
1,27,7,3,2,3,1
1,27,8,6,7,1,1
1,27,8,6,4,2,1
1,27,9,11,9,1,1
1,27,9,11,12,2,1
1,27,9,11,13,3,1
1,27,10,9,11,1,1
1,27,10,9,8,2,1
1,27,10,9,13,3,0
1,27,11,13,11,1,1
1,27,11,13,12,2,1
1,27,11,13,9,3,0
1,27,12,12,11,1,1
1,27,12,12,10,2,1
1,27,12,12,13,3,1
1,27,13,1,2,1,1
1,27,13,1,8,2,1
1,28,1,9,7,1,0
1,28,1,9,6,2,0
1,28,1,9,8,3,1
1,28,2,8,10,1,1
1,28,2,8,1,2,1
1,28,2,8,9,3,1
1,28,3,4,5,1,1
1,28,3,4,7,2,0
1,28,3,4,2,3,1
1,28,3,4,3,4,1
1,28,3,4,6,5,1
1,28,4,11,13,1,1
1,28,4,11,12,2,1
1,28,4,11,9,3,1
1,28,5,13,12,1,1
1,28,5,13,11,2,1
1,28,6,5,4,1,1
1,28,6,5,2,2,0
1,28,6,5,3,3,1
1,28,7,7,9,1,0
1,28,7,7,3,2,0
1,28,7,7,8,3,0
1,28,8,3,2,1,1
1,28,8,3,4,2,1
1,28,8,3,7,3,0
1,28,8,3,5,4,1
1,28,9,6,2,1,0
1,28,9,6,1,2,0
1,28,10,1,8,1,1
1,28,10,1,11,2,0
1,28,11,2,4,1,1
1,28,11,2,5,2,0
1,28,11,2,3,3,1
1,28,11,2,6,4,0
1,28,12,12,11,1,1
1,28,12,12,10,2,1
1,28,12,12,13,3,1
1,28,13,10,12,1,1
1,28,13,10,8,2,1
1,29,1,9,8,1,1
1,29,1,9,11,2,1
1,29,2,7,5,1,1
1,29,2,7,6,2,1
1,29,3,5,4,1,1
1,29,3,5,3,2,1
1,29,3,5,7,3,1
1,29,4,8,9,1,1
1,29,4,8,10,2,1
1,29,4,8,1,3,1
1,29,5,13,12,1,1
1,29,5,13,11,2,1
1,29,6,6,7,1,1
1,29,6,6,4,2,1
1,29,7,4,3,1,1
1,29,7,4,5,2,1
1,29,7,4,2,3,1
1,29,8,2,4,1,1
1,29,8,2,3,2,1
1,29,8,2,1,3,1
1,29,9,12,13,1,1
1,29,9,12,11,2,1
1,29,9,12,10,3,1
1,29,10,3,5,1,1
1,29,10,3,4,2,1
1,29,10,3,2,3,1
1,29,11,10,12,1,1
1,29,11,10,8,2,1
1,29,12,11,8,1,0
1,29,12,11,12,2,1
1,29,13,1,8,1,1
1,29,13,1,2,2,1
1,31,1,6,7,1,1
1,31,1,6,4,2,1
1,31,2,1,10,1,0
1,31,2,1,8,2,1
1,31,3,11,12,1,1
1,31,3,11,13,2,1
1,31,3,11,9,3,1
1,31,4,12,11,1,1
1,31,4,12,13,2,1
1,31,5,5,7,1,1
1,31,5,5,3,2,1
1,31,5,5,4,3,1
1,31,6,10,8,1,1
1,31,6,10,12,2,1
1,31,6,10,1,3,0
1,31,7,13,12,1,1
1,31,7,13,11,2,1
1,31,8,8,1,1,1
1,31,8,8,2,2,0
1,31,8,8,10,3,1
1,31,9,9,13,1,0
1,31,9,9,11,2,1
