measurement_id,sub_id,trial,target_id,guess_id,guess_number,guess_correct
1,9,5,1,2,1,1
1,9,5,1,8,2,1
1,9,6,13,12,1,1
1,9,6,13,11,2,1
1,9,7,12,11,1,1
1,9,7,12,13,2,1
1,9,7,12,10,3,1
1,9,8,5,7,1,1
1,9,8,5,2,2,0
1,9,8,5,3,3,1
1,9,8,5,4,4,1
1,9,9,11,12,1,1
1,9,9,11,9,2,1
1,9,9,11,8,3,0
1,9,10,2,4,1,1
1,9,10,2,1,2,1
1,9,11,3,2,1,1
1,9,11,3,5,2,1
1,9,11,3,4,3,1
1,9,12,6,4,1,1
1,9,12,6,7,2,1
1,9,13,8,10,1,1
1,9,13,8,12,2,0
1,9,13,8,11,3,0
1,10,1,12,8,1,0
1,10,1,12,9,2,0
1,10,2,5,7,1,1
1,10,2,5,6,2,0
1,10,3,6,7,1,1
1,10,3,6,4,2,1
1,10,3,6,5,3,0
1,10,4,2,12,1,0
1,10,4,2,3,2,1
1,10,5,13,9,1,0
1,10,5,13,1,2,0
1,10,6,9,8,1,1
1,10,6,9,2,2,0
1,10,7,11,2,1,0
1,10,7,11,9,2,1
1,10,8,1,8,1,1
1,10,8,1,10,2,0
1,10,9,7,5,1,1
1,10,9,7,4,2,0
1,10,9,7,6,3,1
1,10,10,10,11,1,0
1,10,10,10,3,2,0
1,10,11,8,4,1,0
1,10,11,8,5,2,0
1,10,12,3,8,1,0
1,10,12,3,1,2,0
1,10,13,4,11,1,0
1,10,13,4,3,2,1
1,11,1,6,7,1,1
1,11,1,6,4,2,1
1,11,2,8,9,1,1
1,11,2,8,1,2,1
1,11,2,8,10,3,1
1,11,3,3,5,1,1
1,11,3,3,7,2,0
1,11,3,3,2,3,1
1,11,3,3,4,4,1
1,11,4,11,13,1,1
1,11,4,11,9,2,1
1,11,4,11,12,3,1
1,11,5,5,3,1,1
1,11,5,5,4,2,1
1,11,6,4,6,1,1
1,11,6,4,3,2,1
1,11,6,4,5,3,1
1,11,6,4,2,4,1
1,11,7,10,12,1,1
1,11,7,10,8,2,1
1,11,8,7,5,1,1
1,11,8,7,3,2,0
1,11,8,7,6,3,1
1,11,9,1,8,1,1
1,11,9,1,2,2,1
1,11,10,12,10,1,1
1,11,10,12,13,2,1
1,11,10,12,11,3,1
1,11,11,9,11,1,1
1,11,11,9,8,2,1
1,11,12,13,11,1,1
1,11,12,13,12,2,1
1,11,13,2,1,1,1
1,11,13,2,8,2,0
1,11,13,2,3,3,1
1,12,1,5,3,1,1
1,12,1,5,6,2,0
1,12,1,5,7,3,1
1,12,2,4,5,1,1
1,12,2,4,2,2,1
1,12,2,4,3,3,1
1,12,2,4,6,4,1
1,12,3,11,13,1,1
1,12,3,11,9,2,1
1,12,3,11,12,3,1
1,12,4,10,8,1,1
1,12,4,10,12,2,1
1,12,5,1,12,1,0
1,12,5,1,4,2,0
1,12,6,3,8,1,0
1,12,6,3,4,2,1
1,12,6,3,5,3,1
1,12,7,13,11,1,1
1,12,7,13,12,2,1
1,12,8,8,1,1,1
1,12,8,8,9,2,1
1,12,8,8,4,3,0
1,12,9,12,11,1,1
1,12,9,12,10,2,1
1,12,9,12,13,3,1
1,12,10,9,11,1,1
1,12,10,9,8,2,1
1,12,11,2,4,1,1
1,12,11,2,3,2,1
1,12,11,2,5,3,0
1,12,12,6,5,1,0
1,12,12,6,7,2,1
1,12,13,7,5,1,1
1,12,13,7,6,2,1
1,13,1,1,8,1,1
1,13,1,1,2,2,1
1,13,2,2,5,1,0
1,13,2,2,4,2,1
1,13,2,2,3,3,1
1,13,3,13,12,1,1
1,13,3,13,11,2,1
1,13,4,5,3,1,1
1,13,4,5,7,2,1
1,13,4,5,6,3,0
1,13,4,5,4,4,1
1,13,5,12,13,1,1
1,13,5,12,9,2,0
1,13,5,12,11,3,1
1,13,6,9,13,1,0
1,13,6,9,12,2,0
1,13,7,10,8,1,1
1,13,7,10,12,2,1
1,13,8,6,4,1,1
1,13,8,6,5,2,0
1,13,8,6,3,3,0
1,13,9,4,6,1,1
1,13,9,4,5,2,1
1,13,9,4,3,3,1
1,13,9,4,2,4,1
1,13,10,11,13,1,1
1,13,10,11,12,2,1
1,13,10,11,9,3,1
1,13,11,3,6,1,0
1,13,11,3,2,2,1
1,13,11,3,4,3,1
1,13,11,3,5,4,1
1,13,12,7,6,1,1
1,13,12,7,5,2,1
1,13,13,8,10,1,1
1,13,13,8,9,2,1
1,13,13,8,1,3,1
1,14,1,7,5,1,1
1,14,1,7,6,2,1
1,14,2,8,10,1,1
1,14,2,8,1,2,1
1,14,2,8,9,3,1
1,14,3,3,4,1,1
1,14,3,3,2,2,1
1,14,3,3,5,3,1
1,14,4,10,8,1,1
1,14,4,10,12,2,1
1,14,5,12,13,1,1
1,14,5,12,11,2,1
1,14,5,12,10,3,1
1,14,6,2,3,1,1
1,14,6,2,4,2,1
1,14,7,4,2,1,1
1,14,7,4,3,2,1
1,14,7,4,6,3,1
1,14,7,4,5,4,1
1,14,8,11,9,1,1
1,14,8,11,12,2,1
1,14,8,11,13,3,1
1,14,9,13,12,1,1
1,14,9,13,11,2,1
1,14,10,6,7,1,1
1,14,10,6,4,2,1
1,14,11,1,2,1,1
1,14,11,1,8,2,1
1,14,12,5,3,1,1
1,14,12,5,4,2,1
1,14,13,9,11,1,1
1,14,13,9,8,2,1
1,15,1,7,4,1,0
1,15,1,7,6,2,1
1,15,2,11,13,1,1
1,15,2,11,12,2,1
1,15,2,11,9,3,1
1,15,3,1,8,1,1
1,15,3,1,2,2,1
1,15,4,12,11,1,1
1,15,4,12,13,2,1
1,15,4,12,10,3,1
1,15,5,13,11,1,1
1,15,5,13,12,2,1
1,15,6,10,8,1,1
1,15,6,10,12,2,1
1,15,7,8,10,1,1
1,15,7,8,1,2,1
1,15,7,8,9,3,1
1,15,7,8,12,4,0
1,15,8,3,2,1,1
1,15,8,3,4,2,1
1,15,8,3,5,3,1
1,15,9,6,7,1,1
1,15,9,6,4,2,1
1,15,10,4,2,1,1
1,15,10,4,3,2,1
1,15,10,4,6,3,1
1,15,10,4,5,4,1
1,15,11,5,7,1,1
1,15,11,5,4,2,1
1,15,11,5,3,3,1
1,15,12,2,4,1,1
1,15,12,2,3,2,1
1,15,13,9,8,1,1
1,15,13,9,11,2,1
1,16,1,11,13,1,1
1,16,1,11,9,2,1
1,16,2,1,8,1,1
1,16,2,1,2,2,1
1,16,3,10,12,1,1
1,16,3,10,8,2,1
1,16,4,5,4,1,1
1,16,4,5,7,2,1
1,16,5,2,4,1,1
1,16,5,2,1,2,1
1,16,5,2,3,3,1
1,16,6,12,6,1,0
1,16,6,12,13,2,1
1,16,6,12,2,3,0
1,16,6,12,5,4,0
1,16,7,3,12,1,0
1,16,7,3,2,2,1
1,16,7,3,4,3,1
1,16,8,6,4,1,1
1,16,8,6,7,2,1
1,16,9,4,8,1,0
1,16,9,4,5,2,1
1,16,10,7,11,1,0
1,16,10,7,6,2,1
1,16,11,9,11,1,1
1,16,11,9,13,2,0
1,16,12,8,7,1,0
1,16,12,8,1,2,1
1,16,13,13,1,1,0
1,16,13,13,2,2,0
1,17,1,10,9,1,0
1,17,1,10,8,2,1
1,17,1,10,13,3,0
1,17,2,9,13,1,0
1,17,2,9,8,2,1
1,17,2,9,12,3,0
1,17,3,8,10,1,1
1,17,3,8,13,2,0
1,17,3,8,9,3,1
1,17,4,1,7,1,0
1,17,4,1,4,2,0
1,17,4,1,5,3,0
1,17,5,11,6,1,0
1,17,5,11,10,2,0
1,17,5,11,13,3,1
1,17,6,7,4,1,0
1,17,6,7,2,2,0
1,17,6,7,3,3,0
1,17,7,3,2,1,1
1,17,7,3,5,2,1
1,17,7,3,7,3,0
1,17,8,13,8,1,0
1,17,8,13,5,2,0
1,17,9,4,8,1,0
1,17,9,4,10,2,0
1,17,9,4,3,3,1
1,17,9,4,13,4,0
1,17,10,2,11,1,0
1,17,10,2,8,2,0
1,17,11,5,1,1,0
1,17,11,5,6,2,0
1,17,11,5,13,3,0
1,17,12,12,10,1,1
1,17,12,12,7,2,0
1,17,12,12,4,3,0
1,17,13,6,7,1,1
1,17,13,6,4,2,1
1,17,13,6,11,3,0
1,18,1,10,1,1,0
1,18,1,10,2,2,0
1,18,2,8,5,1,0
1,18,2,8,4,2,0
1,18,3,9,5,1,0
1,18,3,9,4,2,0
1,18,3,9,8,3,1
1,18,3,9,3,4,0
1,18,4,4,5,1,1
1,18,4,4,6,2,1
1,18,4,4,3,3,1
1,18,5,5,3,1,1
1,18,5,5,4,2,1
1,18,5,5,8,3,0
1,18,5,5,13,4,0
1,18,6,2,3,1,1
1,18,6,2,4,2,1
1,18,7,7,9,1,0
1,18,7,7,1,2,0
1,18,8,12,10,1,1
1,18,8,12,13,2,1
1,18,8,12,11,3,1
1,18,9,11,12,1,1
1,18,9,11,5,2,0
1,18,9,11,2,3,0
1,18,10,6,5,1,0
1,18,10,6,7,2,1
1,18,11,13,3,1,0
1,18,11,13,5,2,0
1,18,11,13,12,3,1
1,18,11,13,4,4,0
1,18,12,1,8,1,1
1,18,12,1,2,2,1
1,18,13,3,2,1,1
1,18,13,3,5,2,1
1,19,1,2,4,1,1
1,19,1,2,5,2,0
1,19,1,2,3,3,1
1,19,2,11,12,1,1
1,19,2,11,9,2,1
1,19,3,8,9,1,1
1,19,3,8,10,2,1
1,19,3,8,1,3,1
1,19,4,3,4,1,1
1,19,4,3,2,2,1
1,19,4,3,5,3,1
1,19,5,9,11,1,1
1,19,5,9,8,2,1
1,19,6,10,12,1,1
1,19,6,10,8,2,1
1,19,7,7,6,1,1
1,19,7,7,5,2,1
1,19,8,1,9,1,0
1,19,8,1,8,2,1
1,19,9,12,10,1,1
1,19,9,12,11,2,1
1,19,9,12,13,3,1
1,19,10,13,12,1,1
1,19,10,13,11,2,1
1,19,11,6,4,1,1
1,19,11,6,7,2,1
1,19,12,4,3,1,1
1,19,12,4,2,2,1
1,19,12,4,6,3,1
1,19,12,4,5,4,1
1,19,13,5,4,1,1
1,19,13,5,2,2,0
1,19,13,5,3,3,1
1,20,1,2,3,1,1
1,20,1,2,4,2,1
1,20,1,2,1,3,1
1,20,2,6,7,1,1
1,20,2,6,4,2,1
1,20,3,11,9,1,1
1,20,3,11,13,2,1
1,20,3,11,12,3,1
1,20,4,8,9,1,1
1,20,4,8,1,2,1
1,20,4,8,10,3,1
1,20,5,9,8,1,1
1,20,5,9,11,2,1
1,20,6,4,6,1,1
1,20,6,4,2,2,1
1,20,6,4,3,3,1
1,20,6,4,5,4,1
1,20,7,12,11,1,1
1,20,7,12,10,2,1
1,20,7,12,13,3,1
1,20,8,13,12,1,1
1,20,8,13,11,2,1
1,20,9,7,5,1,1
1,20,9,7,6,2,1
1,20,10,1,8,1,1
1,20,10,1,2,2,1
1,20,11,5,3,1,1
1,20,11,5,1,2,0
1,20,11,5,4,3,1
1,20,12,3,4,1,1
1,20,12,3,2,2,1
1,20,12,3,5,3,1
1,20,13,10,8,1,1
1,20,13,10,12,2,1
1,21,1,7,6,1,1
1,21,1,7,1,2,0
1,21,1,7,4,3,0
1,21,2,10,12,1,1
1,21,2,10,11,2,0
1,21,3,1,8,1,1
1,21,3,1,2,2,1
1,21,4,5,3,1,1
1,21,4,5,4,2,1
1,21,4,5,7,3,1
1,21,5,11,9,1,1
1,21,5,11,12,2,1
1,21,5,11,13,3,1
1,21,6,3,2,1,1
1,21,6,3,1,2,0
1,21,6,3,5,3,1
1,21,7,13,12,1,1
1,21,7,13,11,2,1
1,21,8,9,11,1,1
1,21,8,9,8,2,1
1,21,9,4,6,1,1
1,21,9,4,3,2,1
1,21,9,4,5,3,1
1,21,10,8,9,1,1
1,21,10,8,10,2,1
1,21,11,12,13,1,1
1,21,11,12,10,2,1
1,21,11,12,11,3,1
1,21,12,2,1,1,1
1,21,12,2,3,2,1
1,21,12,2,5,3,0
1,21,13,6,5,1,0
1,21,13,6,7,2,1
1,22,1,3,2,1,1
1,22,1,3,5,2,1
1,22,1,3,4,3,1
1,22,2,4,3,1,1
1,22,2,4,6,2,1
1,22,2,4,2,3,1
1,22,2,4,5,4,1
1,22,3,9,11,1,1
1,22,3,9,12,2,0
1,22,4,13,12,1,1
1,22,4,13,11,2,1
1,22,5,12,13,1,1
1,22,5,12,11,2,1
1,22,5,12,10,3,1
1,22,6,6,4,1,1
1,22,6,6,7,2,1
1,22,7,10,8,1,1
1,22,7,10,9,2,0
1,22,7,10,12,3,1
1,22,8,11,12,1,1
1,22,8,11,9,2,1
1,22,8,11,13,3,1
1,22,9,1,2,1,1
1,22,9,1,8,2,1
1,22,10,5,3,1,1
1,22,10,5,4,2,1
1,22,10,5,2,3,0
1,22,10,5,7,4,1
1,22,11,2,5,1,0
1,22,11,2,4,2,1
1,22,11,2,1,3,1
1,22,11,2,3,4,1
1,22,12,7,6,1,1
1,22,12,7,5,2,1
1,22,13,8,10,1,1
1,22,13,8,1,2,1
1,22,13,8,9,3,1
1,23,1,3,5,1,1
1,23,1,3,2,2,1
1,23,1,3,11,3,0
1,23,1,3,4,4,1
1,23,2,2,4,1,1
1,23,2,2,9,2,0
1,23,3,4,5,1,1
1,23,3,4,13,2,0
1,23,3,4,11,3,0
1,23,3,4,3,4,1
1,23,4,1,12,1,0
1,23,4,1,3,2,0
1,23,5,8,9,1,1
1,23,5,8,1,2,1
1,23,6,11,6,1,0
1,23,6,11,4,2,0
1,23,7,7,6,1,1
1,23,7,7,12,2,0
1,23,7,7,10,3,0
1,23,7,7,9,4,0
1,23,8,6,12,1,0
1,23,8,6,13,2,0
1,23,9,12,2,1,0
1,23,9,12,1,2,0
1,23,10,9,8,1,1
1,23,10,9,11,2,1
1,23,10,9,3,3,0
1,23,11,10,1,1,0
1,23,11,10,5,2,0
1,23,12,5,7,1,1
1,23,12,5,4,2,1
1,23,13,13,4,1,0
1,23,13,13,2,2,0
1,24,1,7,5,1,1
1,24,1,7,6,2,1
1,24,1,7,2,3,0
1,24,2,3,5,1,1
1,24,2,3,2,2,1
1,24,2,3,4,3,1
1,24,3,12,8,1,0
1,24,3,12,6,2,0
1,24,3,12,10,3,1
1,24,4,1,7,1,0
1,24,4,1,2,2,1
1,24,5,11,9,1,1
1,24,5,11,13,2,1
1,24,6,10,12,1,1
1,24,6,10,11,2,0
1,24,7,13,6,1,0
1,24,7,13,11,2,1
1,24,8,8,1,1,1
1,24,8,8,9,2,1
1,24,9,9,11,1,1
1,24,9,9,8,2,1
1,24,10,2,4,1,1
1,24,10,2,3,2,1
1,24,10,2,1,3,1
1,24,11,4,6,1,1
1,24,11,4,3,2,1
1,24,11,4,2,3,1
1,24,11,4,5,4,1
1,24,12,5,7,1,1
1,24,12,5,3,2,1
1,24,12,5,4,3,1
1,24,13,6,4,1,1
1,24,13,6,7,2,1
1,25,1,8,10,1,1
1,25,1,8,9,2,1
1,25,1,8,1,3,1
1,25,2,2,4,1,1
1,25,2,2,3,2,1
1,25,2,2,1,3,1
1,25,3,12,11,1,1
1,25,3,12,10,2,1
1,25,3,12,13,3,1
1,25,4,10,8,1,1
1,25,4,10,12,2,1
1,25,5,6,4,1,1
1,25,5,6,7,2,1
1,25,6,5,2,1,0
1,25,6,5,7,2,1
1,25,7,4,5,1,1
1,25,7,4,2,2,1
1,25,7,4,9,3,0
1,25,7,4,6,4,1
1,25,8,7,5,1,1
1,25,8,7,6,2,1
1,25,9,1,2,1,1
1,25,9,1,8,2,1
1,25,10,13,12,1,1
1,25,10,13,11,2,1
1,25,11,9,11,1,1
1,25,11,9,8,2,1
1,25,12,11,2,1,0
1,25,12,11,13,2,1
1,25,12,11,9,3,1
1,25,13,3,2,1,1
1,25,13,3,4,2,1
1,26,1,9,7,1,0
1,26,1,9,13,2,0
1,26,1,9,11,3,1
1,26,2,13,11,1,1
1,26,2,13,12,2,1
1,26,3,11,9,1,1
1,26,3,11,12,2,1
1,26,3,11,13,3,1
1,26,4,8,1,1,1
1,26,4,8,7,2,0
1,26,4,8,10,3,1
1,26,5,6,7,1,1
1,26,5,6,3,2,0
1,26,5,6,2,3,0
1,26,6,12,10,1,1
1,26,6,12,13,2,1
1,26,6,12,11,3,1
1,26,7,2,5,1,0
1,26,7,2,4,2,1
1,26,7,2,3,3,1
1,26,8,7,10,1,0
1,26,8,7,2,2,0
1,26,8,7,6,3,1
1,26,8,7,11,4,0
1,26,9,5,2,1,0
1,26,9,5,3,2,1
1,26,9,5,4,3,1
1,26,9,5,7,4,1
1,26,10,4,3,1,1
1,26,10,4,1,2,0
1,26,10,4,5,3,1
1,26,11,1,10,1,0
1,26,11,1,8,2,1
1,26,12,10,8,1,1
1,26,12,10,1,2,0
1,26,13,3,1,1,0
1,26,13,3,4,2,1
1,26,13,3,2,3,1
1,27,1,3,5,1,1
1,27,1,3,2,2,1
1,27,1,3,4,3,1
1,27,2,5,4,1,1
1,27,2,5,3,2,1
1,27,2,5,7,3,1
1,27,3,2,4,1,1
1,27,3,2,1,2,1
1,27,4,9,8,1,1
1,27,4,9,6,2,0
1,27,4,9,5,3,0
1,27,5,10,3,1,0
1,27,5,10,8,2,1
1,27,6,4,3,1,1
1,27,6,4,6,2,1
1,27,6,4,1,3,0
1,27,6,4,5,4,1
1,27,7,7,1,1,0
1,27,7,7,5,2,1
1,27,8,11,12,1,1
1,27,8,11,13,2,1
1,27,9,12,10,1,1
1,27,9,12,13,2,1
1,27,9,12,11,3,1
1,27,10,1,4,1,0
1,27,10,1,8,2,1
1,27,11,6,7,1,1
1,27,11,6,2,2,0
1,27,12,13,11,1,1
1,27,12,13,12,2,1
1,27,13,8,9,1,1
1,27,13,8,10,2,1
1,27,13,8,1,3,1
1,28,1,12,10,1,1
1,28,1,12,11,2,1
1,28,1,12,13,3,1
1,28,2,4,3,1,1
1,28,2,4,6,2,1
1,28,2,4,5,3,1
1,28,2,4,2,4,1
1,28,3,13,11,1,1
1,28,3,13,12,2,1
1,28,4,9,11,1,1
1,28,4,9,8,2,1
1,28,5,11,13,1,1
1,28,5,11,9,2,1
1,28,5,11,12,3,1
1,28,6,6,7,1,1
1,28,6,6,4,2,1
1,28,7,1,2,1,1
1,28,7,1,8,2,1
1,28,8,3,2,1,1
1,28,8,3,5,2,1
1,28,8,3,4,3,1
1,28,9,2,3,1,1
1,28,9,2,1,2,1
1,28,9,2,4,3,1
1,28,10,8,10,1,1
1,28,10,8,1,2,1
1,28,10,8,9,3,1
1,28,11,5,3,1,1
1,28,11,5,4,2,1
1,28,11,5,7,3,1
1,28,12,7,5,1,1
1,28,12,7,6,2,1
1,28,13,10,8,1,1
1,28,13,10,12,2,1
1,29,1,6,7,1,1
1,29,1,6,4,2,1
1,29,2,10,3,1,0
1,29,2,10,12,2,1
1,29,3,2,1,1,1
1,29,3,2,4,2,1
1,29,3,2,3,3,1
1,29,4,4,3,1,1
1,29,4,4,2,2,1
1,29,4,4,5,3,1
1,29,4,4,6,4,1
1,29,5,5,7,1,1
1,29,5,5,4,2,1
1,29,5,5,8,3,0
1,29,6,3,2,1,1
1,29,6,3,4,2,1
1,29,7,12,13,1,1
1,29,7,12,4,2,0
1,29,7,12,10,3,1
1,29,8,13,12,1,1
1,29,8,13,11,2,1
1,29,9,9,11,1,1
1,29,9,9,8,2,1
1,29,10,1,8,1,1
1,29,10,1,2,2,1
1,29,11,8,1,1,1
1,29,11,8,5,2,0
1,29,11,8,9,3,1
1,29,12,7,5,1,1
1,29,12,7,6,2,1
1,29,13,11,13,1,1
1,29,13,11,12,2,1
1,29,13,11,9,3,1
1,30,1,11,2,1,0
1,30,1,11,12,2,1
1,30,1,11,5,3,0
1,30,2,9,5,1,0
1,30,2,9,11,2,1
1,30,3,13,11,1,1
1,30,3,13,2,2,0
1,30,4,12,1,1,0
1,30,4,12,2,2,0
1,30,4,12,11,3,1
1,30,5,3,5,1,1
1,30,5,3,4,2,1
1,30,5,3,2,3,1
