study,sub_id,measurement_id,model,param_name,param_value,neg_loglik
Study 1,20,D1,bfs,lapse_rate,0.06945793970628072,58.47207669780312
Study 1,20,D1,hybrid,search_threshold,7.875128008829633,58.863321863662584
Study 1,20,D1,hybrid,sr_gamma,3.272439393383976e-5,58.863321863662584
Study 1,20,D1,hybrid,softmax_temperature,0.9709625133957612,58.863321863662584
Study 1,20,D1,sr,sr_gamma,0.36590909279467226,58.67479314631972
Study 1,20,D1,sr,softmax_temperature,0.4058854361841513,58.67479314631972
Study 1,20,D1,sr,lapse_rate,0.2601394183803599,58.67479314631972
Study 1,21,D1,bfs,search_threshold,5.546629747018289,76.4737891065887
Study 1,21,D1,bfs,lapse_rate,0.31447071140209903,76.4737891065887
Study 1,21,D1,hybrid,search_threshold,3.0883844423103888,75.26454705783716
Study 1,21,D1,hybrid,sr_gamma,0.9515557774962028,75.26454705783716
Study 1,21,D1,hybrid,softmax_temperature,1.157030719832737,75.26454705783716
Study 1,21,D1,sr,sr_gamma,0.9217684916588654,75.43402196668423
Study 1,21,D1,sr,softmax_temperature,0.12849034819980387,75.43402196668423
Study 1,21,D1,sr,lapse_rate,6.394537785799711e-7,75.43402196668423
Study 1,22,D1,bfs,search_threshold,83.3676817850453,23.167655600141657
Study 1,22,D1,bfs,lapse_rate,0.02152681349265081,23.167655600141657
Study 1,22,D1,hybrid,search_threshold,5.903338818648276e-10,8.41687510989811
Study 1,22,D1,hybrid,sr_gamma,0.16363675739012978,8.41687510989811
Study 1,22,D1,hybrid,softmax_temperature,4960316.447994169,8.41687510989811
Study 1,22,D1,sr,sr_gamma,0.16090496295395643,8.209819330579334
Study 1,22,D1,sr,softmax_temperature,16.135040016519955,8.209819330579334
Study 1,22,D1,sr,lapse_rate,9.045402476948564e-11,8.209819330579334
Study 1,23,D1,bfs,search_threshold,1.8293977009353064e-16,79.71192576439371
Study 1,23,D1,bfs,lapse_rate,0.9999999999998774,79.71192576439371
Study 1,23,D1,hybrid,search_threshold,2.0455695354796475e-5,79.51513117119569
Study 1,23,D1,hybrid,sr_gamma,0.98999999983872,79.51513117119569
Study 1,23,D1,hybrid,softmax_temperature,1.12262098869311,79.51513117119569
Study 1,23,D1,sr,sr_gamma,3.597471487421589e-9,79.11714644057604
Study 1,23,D1,sr,softmax_temperature,2.324534126014803,79.11714644057604
Study 1,23,D1,sr,lapse_rate,0.8519237361189751,79.11714644057604
Study 1,24,D1,bfs,search_threshold,8.863347776079808,53.31112992976775
Study 1,24,D1,bfs,lapse_rate,0.0572811929713198,53.31112992976775
Study 1,24,D1,hybrid,search_threshold,9.221077578941062,53.42320808769903
Study 1,24,D1,hybrid,sr_gamma,0.99,53.42320808769903
Study 1,24,D1,hybrid,softmax_temperature,0.3077838844905088,53.42320808769903
Study 1,24,D1,sr,sr_gamma,0.25696856089277126,52.34526576109252
Study 1,24,D1,sr,softmax_temperature,0.5627852952126728,52.34526576109252
Study 1,24,D1,sr,lapse_rate,0.175573299714381,52.34526576109252
Study 1,25,D1,bfs,search_threshold,8.24585125005626,56.6988897092885
Study 1,25,D1,bfs,lapse_rate,0.06607403969360225,56.6988897092885
Study 1,25,D1,hybrid,search_threshold,5.2728875816363535e-6,55.60187425192474
Study 1,25,D1,hybrid,sr_gamma,0.5941453986298715,55.60187425192474
Study 1,25,D1,hybrid,softmax_temperature,1.1623683546791452,55.60187425192474
Study 1,25,D1,sr,sr_gamma,0.01943030486666948,52.037284657989936
Study 1,25,D1,sr,softmax_temperature,13.81723243743706,52.037284657989936
Study 1,25,D1,sr,lapse_rate,0.22599290280550327,52.037284657989936
Study 1,26,D1,bfs,search_threshold,6.818708725307848,79.2316398591926
Study 1,26,D1,bfs,lapse_rate,0.8094793775248921,79.2316398591926
Study 1,26,D1,hybrid,search_threshold,0.02714248823509816,79.48675283543201
Study 1,26,D1,hybrid,sr_gamma,0.6009740001748173,79.48675283543201
Study 1,26,D1,hybrid,softmax_temperature,1.0101188086074655,79.48675283543201
Study 1,26,D1,sr,sr_gamma,0.5941878495981228,79.46807807100527
Study 1,26,D1,sr,softmax_temperature,0.01100899755404652,79.46807807100527
Study 1,26,D1,sr,lapse_rate,2.6609713854136022e-5,79.46807807100527
Study 1,27,D1,bfs,search_threshold,28.89294346714772,73.45247493667796
Study 1,27,D1,bfs,lapse_rate,0.5853065052520793,73.45247493667796
Study 1,27,D1,hybrid,search_threshold,1.7916272851968872e-5,75.00154256246992
Study 1,27,D1,hybrid,sr_gamma,0.9203746228389116,75.00154256246992
Study 1,27,D1,hybrid,softmax_temperature,1.1423656477840491,75.00154256246992
Study 1,27,D1,sr,sr_gamma,0.9899997858905206,72.18289964280181
Study 1,27,D1,sr,softmax_temperature,24.37105273199932,72.18289964280181
Study 1,27,D1,sr,lapse_rate,0.6403219984901027,72.18289964280181
Study 1,28,D1,bfs,search_threshold,6.858278298618037,57.53225329030025
Study 1,28,D1,bfs,lapse_rate,6.093256078519884e-10,57.53225329030025
Study 1,28,D1,hybrid,search_threshold,2.584026968775439e-6,46.7902360191186
Study 1,28,D1,hybrid,sr_gamma,0.11560535877241608,46.7902360191186
Study 1,28,D1,hybrid,softmax_temperature,1.145297972071354,46.7902360191186
Study 1,28,D1,sr,sr_gamma,0.00164338951337344,46.793075164843906
Study 1,28,D1,sr,softmax_temperature,13.62849393633235,46.793075164843906
Study 1,28,D1,sr,lapse_rate,0.03705377955814367,46.793075164843906
Study 1,29,D1,bfs,search_threshold,8.574960514548039,55.75999257542021
Study 1,29,D1,bfs,lapse_rate,0.06194938485856988,55.75999257542021
Study 1,29,D1,hybrid,search_threshold,7.606660212022831,56.20049303910572
Study 1,29,D1,hybrid,sr_gamma,0.9330743480350804,56.20049303910572
Study 1,29,D1,hybrid,softmax_temperature,1.1076815946046423,56.20049303910572
Study 1,29,D1,sr,sr_gamma,0.34209292534622376,55.51848155556244
Study 1,29,D1,sr,softmax_temperature,2.9880059744264784,55.51848155556244
Study 1,29,D1,sr,lapse_rate,0.33493969232609633,55.51848155556244
Study 1,30,D1,bfs,search_threshold,34.18217508146942,67.56008148930194
Study 1,30,D1,bfs,lapse_rate,0.435488606098782,67.56008148930194
Study 1,30,D1,hybrid,search_threshold,4.495064878581072,68.99201149605793
Study 1,30,D1,hybrid,sr_gamma,0.9789844716315828,68.99201149605793
Study 1,30,D1,hybrid,softmax_temperature,1.4716848788237122,68.99201149605793
Study 1,30,D1,sr,sr_gamma,0.9899999986831638,66.43054648954941
Study 1,30,D1,sr,softmax_temperature,5.251321884119739,66.43054648954941
Study 1,30,D1,sr,lapse_rate,0.44525334493943985,66.43054648954941
Study 1,31,D1,bfs,search_threshold,2.2256188268408327e-16,79.71192576439371
Study 1,31,D1,bfs,lapse_rate,0.9999999999999764,79.71192576439371
Study 1,31,D1,hybrid,search_threshold,2.5644419736508457,77.89498967498936
Study 1,31,D1,hybrid,sr_gamma,0.989999347991992,77.89498967498936
Study 1,31,D1,hybrid,softmax_temperature,0.6552596302796664,77.89498967498936
Study 1,31,D1,sr,sr_gamma,0.99,78.10620504432279
Study 1,31,D1,sr,softmax_temperature,-0.33039753926319726,78.10620504432279
Study 1,31,D1,sr,lapse_rate,6.812141905648315e-6,78.10620504432279
Study 1,32,D1,bfs,search_threshold,5.744099053642447,70.61059211860167
Study 1,32,D1,bfs,lapse_rate,4.1036216275431755e-8,70.61059211860167
Study 1,32,D1,hybrid,search_threshold,3.1625039291956885,69.61490080497462
Study 1,32,D1,hybrid,sr_gamma,2.116814706327207e-16,69.61490080497462
Study 1,32,D1,hybrid,softmax_temperature,1.0364250086645912,69.61490080497462
Study 1,32,D1,sr,sr_gamma,1.197752112076605e-7,69.42800995794296
Study 1,32,D1,sr,softmax_temperature,0.09479406414233064,69.42800995794296
Study 1,32,D1,sr,lapse_rate,0.3538606420428791,69.42800995794296
Study 1,33,D1,bfs,search_threshold,7.220267937219491,64.54940026901963
Study 1,33,D1,bfs,lapse_rate,0.10777927344867484,64.54940026901963
Study 1,33,D1,hybrid,search_threshold,2.549050117407551e-5,61.92376587909823
Study 1,33,D1,hybrid,sr_gamma,0.6613421163656037,61.92376587909823
Study 1,33,D1,hybrid,softmax_temperature,1.1439916953224485,61.92376587909823
Study 1,33,D1,sr,sr_gamma,0.05359396465122099,59.21525129047424
Study 1,33,D1,sr,softmax_temperature,14.163991920326012,59.21525129047424
Study 1,33,D1,sr,lapse_rate,0.3336671451767918,59.21525129047424
Study 1,34,D1,bfs,search_threshold,12.073141849955707,55.004611539981205
Study 1,34,D1,bfs,lapse_rate,0.21165317249078297,55.004611539981205
Study 1,34,D1,hybrid,search_threshold,1.1192704785003516e-5,52.65472068996512
Study 1,34,D1,hybrid,sr_gamma,0.7577500245257103,52.65472068996512
Study 1,34,D1,hybrid,softmax_temperature,1.2562530393185216,52.65472068996512
Study 1,34,D1,sr,sr_gamma,0.2127497674226144,51.82953972301203
Study 1,34,D1,sr,softmax_temperature,6.0580363592166115,51.82953972301203
Study 1,34,D1,sr,lapse_rate,0.2813906090136376,51.82953972301203
Study 1,35,D1,bfs,search_threshold,9.213912629778028,76.20355441653497
Study 1,35,D1,bfs,lapse_rate,0.6283424309018552,76.20355441653497
Study 1,35,D1,hybrid,search_threshold,6.076422277426475,76.18515592479788
Study 1,35,D1,hybrid,sr_gamma,7.941078987838293e-65,76.18515592479788
Study 1,35,D1,hybrid,softmax_temperature,0.5123552577303491,76.18515592479788
Study 1,35,D1,sr,sr_gamma,0.970005027856718,74.03632391485526
Study 1,35,D1,sr,softmax_temperature,50.046239566211696,74.03632391485526
Study 1,35,D1,sr,lapse_rate,0.6868307248120409,74.03632391485526
Study 1,36,D1,bfs,search_threshold,5.9264328732195874,68.2605440867221
Study 1,36,D1,bfs,lapse_rate,6.313084251259504e-8,68.2605440867221
Study 1,36,D1,hybrid,search_threshold,7.213427537643032e-6,66.02722741961396
Study 1,36,D1,hybrid,sr_gamma,0.33098423582989567,66.02722741961396
Study 1,36,D1,hybrid,softmax_temperature,1.0694764229225566,66.02722741961396
Study 1,36,D1,sr,sr_gamma,0.364407025445817,65.25382804203409
Study 1,36,D1,sr,softmax_temperature,0.15323879161617548,65.25382804203409
Study 1,36,D1,sr,lapse_rate,0.26390714739875354,65.25382804203409
Study 1,37,D1,bfs,search_threshold,4.620549060320399,76.91963544085787
Study 1,37,D1,bfs,lapse_rate,0.1013026046150104,76.91963544085787
Study 1,37,D1,hybrid,search_threshold,2.0386238533330246e-7,75.95592339047921
Study 1,37,D1,hybrid,sr_gamma,2.098885822753633e-34,75.95592339047921
Study 1,37,D1,hybrid,softmax_temperature,1.0209128930294866,75.95592339047921
Study 1,37,D1,sr,sr_gamma,4.3999369529758265e-8,75.85470621438373
Study 1,37,D1,sr,softmax_temperature,0.10451095727490704,75.85470621438373
Study 1,37,D1,sr,lapse_rate,0.6019219521821179,75.85470621438373
Study 1,38,D1,bfs,search_threshold,10.800145910365751,78.46194136900746
Study 1,38,D1,bfs,lapse_rate,0.7981629350061368,78.46194136900746
Study 1,38,D1,hybrid,search_threshold,3.748707922346857e-6,78.79727312876749
Study 1,38,D1,hybrid,sr_gamma,0.5578424776758442,78.79727312876749
Study 1,38,D1,hybrid,softmax_temperature,1.019995855723313,78.79727312876749
Study 1,38,D1,sr,sr_gamma,0.03898475886311588,78.19376960225547
Study 1,38,D1,sr,softmax_temperature,14.220949712957957,78.19376960225547
Study 1,38,D1,sr,lapse_rate,0.8106817660491676,78.19376960225547
Study 1,39,D1,bfs,search_threshold,8.250289383711094,77.59762784195976
Study 1,39,D1,bfs,lapse_rate,0.6768232100373419,77.59762784195976
Study 1,39,D1,hybrid,search_threshold,1.6678462968452324e-5,77.69450583888657
Study 1,39,D1,hybrid,sr_gamma,0.8610119556863023,77.69450583888657
Study 1,39,D1,hybrid,softmax_temperature,1.0637503114324474,77.69450583888657
Study 1,39,D1,sr,sr_gamma,0.01537055661453972,77.34244144417829
Study 1,39,D1,sr,softmax_temperature,13.909909072952235,77.34244144417829
Study 1,39,D1,sr,lapse_rate,0.7571656268191002,77.34244144417829
Study 1,40,D1,bfs,search_threshold,15.334298249010317,43.5068137496201
Study 1,40,D1,bfs,lapse_rate,0.10233717771403568,43.5068137496201
Study 1,40,D1,hybrid,search_threshold,4.295295413686194,46.49884835740521
Study 1,40,D1,hybrid,sr_gamma,0.8548544709169967,46.49884835740521
Study 1,40,D1,hybrid,softmax_temperature,1.4788889720533702,46.49884835740521
Study 1,40,D1,sr,sr_gamma,0.7844425356355248,41.81091862076423
Study 1,40,D1,sr,softmax_temperature,1.1771022405689768,41.81091862076423
Study 1,40,D1,sr,lapse_rate,0.19737740746980287,41.81091862076423
Study 1,41,D1,bfs,search_threshold,1.1793592784613922e-19,79.71192576439371
Study 1,41,D1,bfs,lapse_rate,1,79.71192576439371
Study 1,41,D1,hybrid,search_threshold,3.598599326604454e-31,79.47331608061607
Study 1,41,D1,hybrid,sr_gamma,0.43747927689910654,79.47331608061607
Study 1,41,D1,hybrid,softmax_temperature,0.9907730365785592,79.47331608061607
Study 1,41,D1,sr,sr_gamma,4.905278875369681e-4,79.45718911879221
Study 1,41,D1,sr,softmax_temperature,-231.4538840137866,79.45718911879221
Study 1,41,D1,sr,lapse_rate,0.9145465051007498,79.45718911879221
Study 1,42,D1,bfs,search_threshold,14.80861390124622,73.23279472735936
Study 1,42,D1,bfs,lapse_rate,0.5739728423234576,73.23279472735936
Study 1,42,D1,hybrid,search_threshold,9.011572566624117e-6,73.56965640829891
Study 1,42,D1,hybrid,sr_gamma,0.92463597624215,73.56965640829891
Study 1,42,D1,hybrid,softmax_temperature,1.1740762999867025,73.56965640829891
Study 1,42,D1,sr,sr_gamma,0.9830406289871404,73.23540805281927
Study 1,42,D1,sr,softmax_temperature,1.228833381290869,73.23540805281927
Study 1,42,D1,sr,lapse_rate,0.4696610542303771,73.23540805281927
Study 1,43,D1,bfs,search_threshold,7.167166904825141,70.69815838720756
Study 1,43,D1,bfs,lapse_rate,0.27852137679742134,70.69815838720756
Study 1,43,D1,hybrid,search_threshold,1.8689910428989532e-7,70.9654395830535
Study 1,43,D1,hybrid,sr_gamma,0.16446617576533637,70.9654395830535
Study 1,43,D1,hybrid,softmax_temperature,1.0412652293177376,70.9654395830535
Study 1,43,D1,sr,sr_gamma,0.0021775710197802,69.25688588731876
Study 1,43,D1,sr,softmax_temperature,13.60794261935482,69.25688588731876
Study 1,43,D1,sr,lapse_rate,0.4074489831688287,69.25688588731876
Study 1,44,D1,bfs,search_threshold,6.2576891543561866,67.06768356687033
Study 1,44,D1,bfs,lapse_rate,8.805631879154639e-8,67.06768356687033
Study 1,44,D1,hybrid,search_threshold,5.139074402057857,64.24309978698987
Study 1,44,D1,hybrid,sr_gamma,0.9899999679639804,64.24309978698987
Study 1,44,D1,hybrid,softmax_temperature,2.0773381544319984,64.24309978698987
Study 1,44,D1,sr,sr_gamma,0.8332833882041909,65.1663660633047
Study 1,44,D1,sr,softmax_temperature,0.17224771958143809,65.1663660633047
Study 1,44,D1,sr,lapse_rate,5.772993260467412e-7,65.1663660633047
Study 1,45,D1,bfs,search_threshold,8.056226540173807,49.2534326494834
Study 1,45,D1,bfs,lapse_rate,9.341861095094818e-9,49.2534326494834
Study 1,45,D1,hybrid,search_threshold,2.837520539709503,45.34199997113754
Study 1,45,D1,hybrid,sr_gamma,0.42553228353047634,45.34199997113754
Study 1,45,D1,hybrid,softmax_temperature,1.2571247529159002,45.34199997113754
Study 1,45,D1,sr,sr_gamma,0.4516876774704454,45.61748294507028
Study 1,45,D1,sr,softmax_temperature,0.23331691857455583,45.61748294507028
Study 1,45,D1,sr,lapse_rate,0.03407044158990963,45.61748294507028
Study 1,46,D1,bfs,search_threshold,15.84308391717942,56.66733233261597
Study 1,46,D1,bfs,lapse_rate,0.24962321760737535,56.66733233261597
Study 1,46,D1,hybrid,search_threshold,3.688667164837349,50.813821743669536
Study 1,46,D1,hybrid,sr_gamma,0.8559671240817858,50.813821743669536
