study,sub_id,measurement_id,model,param_name,param_value,neg_loglik
Study 1,46,D1,hybrid,softmax_temperature,1.4151883886699936,50.813821743669536
Study 1,46,D1,sr,sr_gamma,0.8878560483398991,51.69969727604347
Study 1,46,D1,sr,softmax_temperature,0.3588997565080029,51.69969727604347
Study 1,46,D1,sr,lapse_rate,3.4085612759208575e-8,51.69969727604347
Study 1,47,D1,bfs,search_threshold,7.203011874839048,57.601071797855894
Study 1,47,D1,bfs,lapse_rate,6.336323147207695e-10,57.601071797855894
Study 1,47,D1,hybrid,search_threshold,8.628006025852626,53.17110101898936
Study 1,47,D1,hybrid,sr_gamma,0.00962634437202661,53.17110101898936
Study 1,47,D1,hybrid,softmax_temperature,0,53.17110101898936
Study 1,47,D1,sr,sr_gamma,0.00205520234580762,55.98774267025275
Study 1,47,D1,sr,softmax_temperature,13.47066637485432,55.98774267025275
Study 1,47,D1,sr,lapse_rate,0.14819610644477052,55.98774267025275
Study 1,48,D1,bfs,search_threshold,29.89098750533542,72.5904610784252
Study 1,48,D1,bfs,lapse_rate,0.5625573187501043,72.5904610784252
Study 1,48,D1,hybrid,search_threshold,3.5078640200185665,75.13648709899589
Study 1,48,D1,hybrid,sr_gamma,0.9897736491929908,75.13648709899589
Study 1,48,D1,hybrid,softmax_temperature,1.515827806558083,75.13648709899589
Study 1,48,D1,sr,sr_gamma,0.989999955281712,70.52613092200558
Study 1,48,D1,sr,softmax_temperature,21.12797996144535,70.52613092200558
Study 1,48,D1,sr,lapse_rate,0.6018486084264327,70.52613092200558
Study 1,49,D1,bfs,search_threshold,33.20969597540316,37.12606054138284
Study 1,49,D1,bfs,lapse_rate,0.07921169785444009,37.12606054138284
Study 1,49,D1,hybrid,search_threshold,3.957527661308838,35.58615708657898
Study 1,49,D1,hybrid,sr_gamma,0.69374774807221,35.58615708657898
Study 1,49,D1,hybrid,softmax_temperature,1.5747443882988057,35.58615708657898
Study 1,49,D1,sr,sr_gamma,0.8307894324558198,31.567629626171936
Study 1,49,D1,sr,softmax_temperature,16.66944815115055,31.567629626171936
Study 1,49,D1,sr,lapse_rate,0.15653020653397948,31.567629626171936
Study 1,50,D1,bfs,search_threshold,3.0345308636554216,79.2367248257961
Study 1,50,D1,bfs,lapse_rate,3.095669870732535e-7,79.2367248257961
Study 1,50,D1,hybrid,search_threshold,5.283210988408483,77.99197230562405
Study 1,50,D1,hybrid,sr_gamma,3.275136291862623e-4,77.99197230562405
Study 1,50,D1,hybrid,softmax_temperature,8.192539483686265e-19,77.99197230562405
Study 1,50,D1,sr,sr_gamma,0.9899838165031716,79.36562091350825
Study 1,50,D1,sr,softmax_temperature,1.8685383818381585,79.36562091350825
Study 1,50,D1,sr,lapse_rate,0.8735627545168655,79.36562091350825
Study 2,1,D1,bfs,search_threshold,9.115701425858324e-18,79.71192576439371
Study 2,1,D1,bfs,lapse_rate,0.9999999999999968,79.71192576439371
Study 2,1,D1,hybrid,search_threshold,1.61336724920171e-5,79.25930588894367
Study 2,1,D1,hybrid,sr_gamma,0.31568219423295035,79.25930588894367
Study 2,1,D1,hybrid,softmax_temperature,0.9892706729034636,79.25930588894367
Study 2,1,D1,sr,sr_gamma,0.2963407066323278,79.25317086262704
Study 2,1,D1,sr,softmax_temperature,-0.00981678847201145,79.25317086262704
Study 2,1,D1,sr,lapse_rate,1.8596737617294738e-5,79.25317086262704
Study 2,1,D2,bfs,search_threshold,4.839101056857934,78.08155461315093
Study 2,1,D2,bfs,lapse_rate,0.36242062932965935,78.08155461315093
Study 2,1,D2,hybrid,search_threshold,4.869925614787449,77.18659826457746
Study 2,1,D2,hybrid,sr_gamma,0.985406395530115,77.18659826457746
Study 2,1,D2,hybrid,softmax_temperature,0.7280806596097721,77.18659826457746
Study 2,1,D2,sr,sr_gamma,9.784877948269484e-16,77.87620605460253
Study 2,1,D2,sr,softmax_temperature,0.42910211719520264,77.87620605460253
Study 2,1,D2,sr,lapse_rate,0.740759230694883,77.87620605460253
Study 2,2,D1,bfs,search_threshold,5.595271524003186,75.35182131919281
Study 2,2,D1,bfs,lapse_rate,0.2534817430538721,75.35182131919281
Study 2,2,D1,hybrid,search_threshold,4.64061809024978e-5,74.48016917307174
Study 2,2,D1,hybrid,sr_gamma,0.5883981312098905,74.48016917307174
Study 2,2,D1,hybrid,softmax_temperature,1.0547041094094252,74.48016917307174
Study 2,2,D1,sr,sr_gamma,0.5947586306610152,74.48356088237357
Study 2,2,D1,sr,softmax_temperature,0.07006857388914986,74.48356088237357
Study 2,2,D1,sr,lapse_rate,0.19556169987429797,74.48356088237357
Study 2,2,D2,bfs,search_threshold,13.797140487039115,79.09537818879875
Study 2,2,D2,bfs,lapse_rate,0.8651302097750471,79.09537818879875
Study 2,2,D2,hybrid,search_threshold,4.4575051223703374e-8,77.92557289356108
Study 2,2,D2,hybrid,sr_gamma,0.9899999915233778,77.92557289356108
Study 2,2,D2,hybrid,softmax_temperature,1.4201298767058188,77.92557289356108
Study 2,2,D2,sr,sr_gamma,0.9899999998482404,77.97314347644661
Study 2,2,D2,sr,softmax_temperature,0.996999395439033,77.97314347644661
Study 2,2,D2,sr,lapse_rate,0.5922135313020744,77.97314347644661
Study 2,3,D1,bfs,search_threshold,11.763716093640868,67.48297828685786
Study 2,3,D1,bfs,lapse_rate,0.3982012065903924,67.48297828685786
Study 2,3,D1,hybrid,search_threshold,2.143141853092711e-5,68.79554615688365
Study 2,3,D1,hybrid,sr_gamma,0.9108729610108908,68.79554615688365
Study 2,3,D1,hybrid,softmax_temperature,1.2277309136814651,68.79554615688365
Study 2,3,D1,sr,sr_gamma,0.5360422630233243,68.95340021794249
Study 2,3,D1,sr,softmax_temperature,0.6424226730724061,68.95340021794249
Study 2,3,D1,sr,lapse_rate,0.5071308598554518,68.95340021794249
Study 2,3,D2,bfs,search_threshold,8.69714873455345,66.50865393869928
Study 2,3,D2,bfs,lapse_rate,0.26870248068433084,66.50865393869928
Study 2,3,D2,hybrid,search_threshold,1.8345271162502763,67.57377178005495
Study 2,3,D2,hybrid,sr_gamma,0.6505146088327224,67.57377178005495
Study 2,3,D2,hybrid,softmax_temperature,1.1035309362334853,67.57377178005495
Study 2,3,D2,sr,sr_gamma,0.05927328586122998,64.99264099527726
Study 2,3,D2,sr,softmax_temperature,14.00584069572496,64.99264099527726
Study 2,3,D2,sr,lapse_rate,0.4289876617615896,64.99264099527726
Study 2,4,D1,bfs,search_threshold,10.415415372507214,35.82844033877256
Study 2,4,D1,bfs,lapse_rate,3.049403107933524e-9,35.82844033877256
Study 2,4,D1,hybrid,search_threshold,3.899039366857731,29.2608090860647
Study 2,4,D1,hybrid,sr_gamma,0.5690486853982334,29.2608090860647
Study 2,4,D1,hybrid,softmax_temperature,1.9790949954343324,29.2608090860647
Study 2,4,D1,sr,sr_gamma,0.2738789325131265,29.02760773156213
Study 2,4,D1,sr,softmax_temperature,3.2717293678026333,29.02760773156213
Study 2,4,D1,sr,lapse_rate,0.07327154817031556,29.02760773156213
Study 2,4,D2,bfs,search_threshold,44.82297536756789,25.36077338425586
Study 2,4,D2,bfs,lapse_rate,0.02292904103813707,25.36077338425586
Study 2,4,D2,hybrid,search_threshold,2.7798022056224716,23.824898349688187
Study 2,4,D2,hybrid,sr_gamma,0.9083384985022652,23.824898349688187
Study 2,4,D2,hybrid,softmax_temperature,2.7675790714088264,23.824898349688187
Study 2,4,D2,sr,sr_gamma,0.8031225944017123,17.364165021934998
Study 2,4,D2,sr,softmax_temperature,14.9982722324441,17.364165021934998
Study 2,4,D2,sr,lapse_rate,0.06956919679147343,17.364165021934998
Study 2,5,D1,bfs,search_threshold,32.2306407566023,26.66685804199286
Study 2,5,D1,bfs,lapse_rate,0.02452467841586285,26.66685804199286
Study 2,5,D1,hybrid,search_threshold,4.495095438939695,17.345684202117017
Study 2,5,D1,hybrid,sr_gamma,0.17767099856351254,17.345684202117017
Study 2,5,D1,hybrid,softmax_temperature,11952018.252246607,17.345684202117017
Study 2,5,D1,sr,sr_gamma,0.7497595343451193,17.36416501464577
Study 2,5,D1,sr,softmax_temperature,16.716973944982033,17.36416501464577
Study 2,5,D1,sr,lapse_rate,0.06956038155474902,17.36416501464577
Study 2,5,D2,bfs,search_threshold,254.6491494412622,21.182659396302245
Study 2,5,D2,bfs,lapse_rate,3.179771131577893e-19,21.182659396302245
Study 2,5,D2,hybrid,search_threshold,3.120630886568029,14.673431648303527
Study 2,5,D2,hybrid,sr_gamma,0.902495522721323,14.673431648303527
Study 2,5,D2,hybrid,softmax_temperature,5.10612941036926,14.673431648303527
Study 2,5,D2,sr,sr_gamma,0.853439777580931,15.996638557830616
Study 2,5,D2,sr,softmax_temperature,1.4733263170879214,15.996638557830616
Study 2,5,D2,sr,lapse_rate,0.03214073021690529,15.996638557830616
Study 2,6,D1,bfs,search_threshold,8.097860108727946,54.88638022460737
Study 2,6,D1,bfs,lapse_rate,8.780536155538203e-4,54.88638022460737
Study 2,6,D1,hybrid,search_threshold,4.553512819835007,52.02903301241415
Study 2,6,D1,hybrid,sr_gamma,0.5277537005448,52.02903301241415
Study 2,6,D1,hybrid,softmax_temperature,1.2544236263074189,52.02903301241415
Study 2,6,D1,sr,sr_gamma,0.3778343111841532,51.47175169030451
Study 2,6,D1,sr,softmax_temperature,0.4922798877791049,51.47175169030451
Study 2,6,D1,sr,lapse_rate,0.1826075846715536,51.47175169030451
Study 2,6,D2,bfs,search_threshold,9.006637656163424,63.65212002690061
Study 2,6,D2,bfs,lapse_rate,0.2439475677632807,63.65212002690061
Study 2,6,D2,hybrid,search_threshold,4.002169246666302,64.45346225692211
Study 2,6,D2,hybrid,sr_gamma,0.7344941855435979,64.45346225692211
Study 2,6,D2,hybrid,softmax_temperature,1.153402991518278,64.45346225692211
Study 2,6,D2,sr,sr_gamma,0.07466966347815142,57.08886701324078
Study 2,6,D2,sr,softmax_temperature,14.685670705808551,57.08886701324078
Study 2,6,D2,sr,lapse_rate,0.30942445164911264,57.08886701324078
Study 2,7,D1,bfs,search_threshold,7.876076678242328,53.58673037991418
Study 2,7,D1,bfs,lapse_rate,0.03478178440134959,53.58673037991418
Study 2,7,D1,hybrid,search_threshold,1.3373535446357206e-6,49.635682607348386
Study 2,7,D1,hybrid,sr_gamma,0.4671259342158916,49.635682607348386
Study 2,7,D1,hybrid,softmax_temperature,1.1786731277647948,49.635682607348386
Study 2,7,D1,sr,sr_gamma,0.1963802613882333,47.3730334697089
Study 2,7,D1,sr,softmax_temperature,0.41130511003946935,47.3730334697089
Study 2,7,D1,sr,lapse_rate,0.07369542452323194,47.3730334697089
Study 2,7,D2,bfs,search_threshold,7.257113377552915,60.27233797875984
Study 2,7,D2,bfs,lapse_rate,0.04569035559230497,60.27233797875984
Study 2,7,D2,hybrid,search_threshold,1.929803139955106,58.13785871655104
Study 2,7,D2,hybrid,sr_gamma,0.4816353439267746,58.13785871655104
Study 2,7,D2,hybrid,softmax_temperature,1.1260395288746392,58.13785871655104
Study 2,7,D2,sr,sr_gamma,0.23484119638364032,57.14026129622432
Study 2,7,D2,sr,softmax_temperature,0.2944741816974456,57.14026129622432
Study 2,7,D2,sr,lapse_rate,0.18590431432121857,57.14026129622432
Study 2,8,D1,bfs,search_threshold,7.143564635475594,74.20833921325482
Study 2,8,D1,bfs,lapse_rate,0.4330311999612951,74.20833921325482
Study 2,8,D1,hybrid,search_threshold,6.1912583799025045e-6,74.64236879692128
Study 2,8,D1,hybrid,sr_gamma,0.13112910266068575,74.64236879692128
Study 2,8,D1,hybrid,softmax_temperature,1.0288481313976872,74.64236879692128
Study 2,8,D1,sr,sr_gamma,0.00402859426259318,72.56083079275099
Study 2,8,D1,sr,softmax_temperature,13.607152748565928,72.56083079275099
Study 2,8,D1,sr,lapse_rate,0.5195633844018381,72.56083079275099
Study 2,8,D2,bfs,search_threshold,4.851995966871302,79.40935845312165
Study 2,8,D2,bfs,lapse_rate,0.72796746770915155,79.40935845312165
Study 2,8,D2,hybrid,search_threshold,1.978616993791738e-6,79.36517831672597
Study 2,8,D2,hybrid,sr_gamma,1.4180351243266035e-9,79.36517831672597
Study 2,8,D2,hybrid,softmax_temperature,1.0058001175096334,79.36517831672597
Study 2,8,D2,sr,sr_gamma,9.391126230320885e-8,79.35293095010483
Study 2,8,D2,sr,softmax_temperature,0.0718615704079783,79.35293095010483
Study 2,8,D2,sr,lapse_rate,0.8639277799453781,79.35293095010483
Study 2,9,D1,bfs,search_threshold,6.541622664989204,65.8739719715112
Study 2,9,D1,bfs,lapse_rate,0.06931656760882712,65.8739719715112
Study 2,9,D1,hybrid,search_threshold,1.3948019918915002e-6,62.70185797949401
Study 2,9,D1,hybrid,sr_gamma,0.4653240398567491,62.70185797949401
Study 2,9,D1,hybrid,softmax_temperature,1.0995313768471755,62.70185797949401
Study 2,9,D1,sr,sr_gamma,0.39438048147399585,61.46678628962424
Study 2,9,D1,sr,softmax_temperature,0.17454703886631562,61.46678628962424
Study 2,9,D1,sr,lapse_rate,0.20507973283080297,61.46678628962424
Study 2,9,D2,bfs,search_threshold,7.080305088064148,70.72510514461808
Study 2,9,D2,bfs,lapse_rate,0.2936619249728623,70.72510514461808
Study 2,9,D2,hybrid,search_threshold,1.1044775258344711e-5,69.01888325633048
Study 2,9,D2,hybrid,sr_gamma,0.3664707635779682,69.01888325633048
Study 2,9,D2,hybrid,softmax_temperature,1.0606647496139878,69.01888325633048
Study 2,9,D2,sr,sr_gamma,0.00483515992405397,66.73199841097527
Study 2,9,D2,sr,softmax_temperature,13.583577085175005,66.73199841097527
Study 2,9,D2,sr,lapse_rate,0.372145550568911,66.73199841097527
Study 2,10,D1,bfs,search_threshold,35.19696279309614,46.48034872894996
Study 2,10,D1,bfs,lapse_rate,0.14510307527142458,46.48034872894996
Study 2,10,D1,hybrid,search_threshold,3.693026156286016,41.69405035264963
Study 2,10,D1,hybrid,sr_gamma,0.8186778019940963,41.69405035264963
Study 2,10,D1,hybrid,softmax_temperature,1.5029748431506031,41.69405035264963
Study 2,10,D1,sr,sr_gamma,0.8430934945931544,42.14950420025896
Study 2,10,D1,sr,softmax_temperature,0.39589703171165647,42.14950420025896
Study 2,10,D1,sr,lapse_rate,2.2993543649964876e-8,42.14950420025896
Study 2,10,D2,bfs,search_threshold,653.9571366289669,24.15842631309823
Study 2,10,D2,bfs,lapse_rate,2.3730341610611582e-18,24.15842631309823
Study 2,10,D2,hybrid,search_threshold,4.269211167222689,19.37572084344225
Study 2,10,D2,hybrid,sr_gamma,0.5034713597866798,19.37572084344225
Study 2,10,D2,hybrid,softmax_temperature,7.834434830308243,19.37572084344225
Study 2,10,D2,sr,sr_gamma,0.5689912002038909,18.306036478697926
Study 2,10,D2,sr,softmax_temperature,1.864355689508307,18.306036478697926
Study 2,10,D2,sr,lapse_rate,0.04373966376776955,18.306036478697926
Study 2,11,D1,bfs,search_threshold,265.38313298890034,19.930198701972877
Study 2,11,D1,bfs,lapse_rate,1.572668398332774e-18,19.930198701972877
Study 2,11,D1,hybrid,search_threshold,3.7804651870308863,10.41576115515987
Study 2,11,D1,hybrid,sr_gamma,0.7360406206361328,10.41576115515987
Study 2,11,D1,hybrid,softmax_temperature,9.690144209472026,10.41576115515987
Study 2,11,D1,sr,sr_gamma,0.7004716557808012,13.204739326166514
Study 2,11,D1,sr,softmax_temperature,2.600583443559372,13.204739326166514
Study 2,11,D1,sr,lapse_rate,0.03902489650788297,13.204739326166514
Study 2,11,D2,bfs,search_threshold,55.28176675069358,16.3768549328856
Study 2,11,D2,bfs,lapse_rate,4.402294443770281e-18,16.3768549328856
Study 2,11,D2,hybrid,search_threshold,2.0593864449255386e-15,0.06661901561222561
Study 2,11,D2,hybrid,sr_gamma,0.8138928235502603,0.06661901561222561
Study 2,11,D2,hybrid,softmax_temperature,18171539609244.23,0.06661901561222561
Study 2,11,D2,sr,sr_gamma,0.8245315277947033,4.440892098500626e-16
Study 2,11,D2,sr,softmax_temperature,33.05535489413885,4.440892098500626e-16
Study 2,11,D2,sr,lapse_rate,6.5376782073321665e-25,4.440892098500626e-16
Study 2,12,D1,bfs,search_threshold,6.187411372220953,74.21863415489838
Study 2,12,D1,bfs,lapse_rate,0.3132872934762997,74.21863415489838
Study 2,12,D1,hybrid,search_threshold,5.054177962429557e-6,72.1600538885313
Study 2,12,D1,hybrid,sr_gamma,0.3984075593297524,72.1600538885313
Study 2,12,D1,hybrid,softmax_temperature,1.0507450600897184,72.1600538885313
Study 2,12,D1,sr,sr_gamma,0.00583238388784209,70.85311945557302
Study 2,12,D1,sr,softmax_temperature,13.366774654293256,70.85311945557302
Study 2,12,D1,sr,lapse_rate,0.4840783305074592,70.85311945557302
Study 2,12,D2,bfs,search_threshold,9.1637264428704,43.02107039029163
Study 2,12,D2,bfs,lapse_rate,0.0142030430533443,43.02107039029163
Study 2,12,D2,hybrid,search_threshold,3.3134465870685123e-6,37.1220749555516
Study 2,12,D2,hybrid,sr_gamma,0.5600311059947386,37.1220749555516
Study 2,12,D2,hybrid,softmax_temperature,1.3596443441629524,37.1220749555516
Study 2,12,D2,sr,sr_gamma,0.2790751405142135,33.27436043947005
Study 2,12,D2,sr,softmax_temperature,0.8532229771466127,33.27436043947005
Study 2,12,D2,sr,lapse_rate,0.03784229340161501,33.27436043947005
Study 2,13,D1,bfs,search_threshold,64.39571098993294,25.57744782008521
Study 2,13,D1,bfs,lapse_rate,0.02309776406266345,25.57744782008521
Study 2,13,D1,hybrid,search_threshold,4.38498565186793,15.826113156625258
Study 2,13,D1,hybrid,sr_gamma,0.1746778151848177,15.826113156625258
Study 2,13,D1,hybrid,softmax_temperature,9706604.171618056,15.826113156625258
Study 2,13,D1,sr,sr_gamma,0.957550489738316,13.930878057158113
Study 2,13,D1,sr,softmax_temperature,47.360285656924475,13.930878057158113
Study 2,13,D1,sr,lapse_rate,0.05217034654877698,13.930878057158113
Study 2,13,D2,bfs,search_threshold,514.5188085850434,19.027330953899188
Study 2,13,D2,bfs,lapse_rate,1.7035651310937762e-20,19.027330953899188
Study 2,13,D2,hybrid,search_threshold,3.775998867351493,7.012799258328674
Study 2,13,D2,hybrid,sr_gamma,0.6924879278227001,7.012799258328674
Study 2,13,D2,hybrid,softmax_temperature,272009882.41908234,7.012799258328674
Study 2,13,D2,sr,sr_gamma,0.6666140083686942,10.08607692206598
Study 2,13,D2,sr,softmax_temperature,16.69385562860007,10.08607692206598
Study 2,13,D2,sr,lapse_rate,0.03478247836130243,10.08607692206598
Study 2,14,D1,bfs,search_threshold,28.308105772456976,65.28323079153716
Study 2,14,D1,bfs,lapse_rate,0.3987765097193552,65.28323079153716
Study 2,14,D1,hybrid,search_threshold,4.023281349788708e-6,66.36413100813822
Study 2,14,D1,hybrid,sr_gamma,0.690466162424434,66.36413100813822
Study 2,14,D1,hybrid,softmax_temperature,1.120239610780603,66.36413100813822
Study 2,14,D1,sr,sr_gamma,0.29886915543069353,62.57595526971581
Study 2,14,D1,sr,softmax_temperature,2.3732337462904356,62.57595526971581
Study 2,14,D1,sr,lapse_rate,0.411707199656539,62.57595526971581
Study 2,14,D2,bfs,search_threshold,9.32349411465946,54.737339737224055
Study 2,14,D2,bfs,lapse_rate,0.12536546289721204,54.737339737224055
Study 2,14,D2,hybrid,search_threshold,1.6878316936234215e-5,54.60434753611508
Study 2,14,D2,hybrid,sr_gamma,0.7750066858249938,54.60434753611508
Study 2,14,D2,hybrid,softmax_temperature,1.249830581872441,54.60434753611508
Study 2,14,D2,sr,sr_gamma,0.7091732533739936,52.03681915981176
Study 2,14,D2,sr,softmax_temperature,0.5119487968004957,52.03681915981176
Study 2,14,D2,sr,lapse_rate,0.22441693524217937,52.03681915981176
Study 2,15,D1,bfs,search_threshold,8.57478428248881,53.51361508196623
Study 2,15,D1,bfs,lapse_rate,0.04462367221752653,53.51361508196623
Study 2,15,D1,hybrid,search_threshold,3.2258337449077654,51.19645956086947
Study 2,15,D1,hybrid,sr_gamma,0.7205780143932189,51.19645956086947
Study 2,15,D1,hybrid,softmax_temperature,1.2586116627109547,51.19645956086947
Study 2,15,D1,sr,sr_gamma,0.08215456422851564,46.77006184282396
Study 2,15,D1,sr,softmax_temperature,14.399384088450162,46.77006184282396
Study 2,15,D1,sr,lapse_rate,0.1905079666401762,46.77006184282396
Study 2,15,D2,bfs,search_threshold,31.865799761888628,40.64133850030712
Study 2,15,D2,bfs,lapse_rate,0.12011741582776914,40.64133850030712
Study 2,15,D2,hybrid,search_threshold,4.889283648992055e-7,38.69553628444268
Study 2,15,D2,hybrid,sr_gamma,0.8243951005671493,38.69553628444268
Study 2,15,D2,hybrid,softmax_temperature,1.506647254287855,38.69553628444268
Study 2,15,D2,sr,sr_gamma,0.9593705476137112,30.932519967853516
Study 2,15,D2,sr,softmax_temperature,10.094182294039896,30.932519967853516
Study 2,15,D2,sr,lapse_rate,0.14299147569147352,30.932519967853516
Study 2,16,D1,bfs,search_threshold,6.360723250623362,74.94106350051764
Study 2,16,D1,bfs,lapse_rate,0.3749236664096253,74.94106350051764
Study 2,16,D1,hybrid,search_threshold,7.1650668632262844e-09,74.30840724884249
Study 2,16,D1,hybrid,sr_gamma,0.09960694336417392,74.30840724884249
Study 2,16,D1,hybrid,softmax_temperature,1.0284894797090205,74.30840724884249
Study 2,16,D1,sr,sr_gamma,0.7450062643306848,70.66788193239027
Study 2,16,D1,sr,softmax_temperature,17.429099547717783,70.66788193239027
Study 2,16,D1,sr,lapse_rate,0.6086654889069685,70.66788193239027
Study 2,16,D2,bfs,search_threshold,10.488251292009252,68.81738097749775
Study 2,16,D2,bfs,lapse_rate,0.41412732812450864,68.81738097749775
Study 2,16,D2,hybrid,search_threshold,1.8442494199959304e-5,70.29652858474695
Study 2,16,D2,hybrid,sr_gamma,0.8972593874069744,70.29652858474695
Study 2,16,D2,hybrid,softmax_temperature,1.1883041123931124,70.29652858474695
Study 2,16,D2,sr,sr_gamma,0.07194890041238412,67.40741860517198
Study 2,16,D2,sr,softmax_temperature,11.854287964977036,67.40741860517198
Study 2,16,D2,sr,lapse_rate,0.4764710726155894,67.40741860517198
Study 2,17,D1,bfs,search_threshold,29.762681055141,71.02328394075023
Study 2,17,D1,bfs,lapse_rate,0.5032758823493365,71.02328394075023
Study 2,17,D1,hybrid,search_threshold,4.081824748987797,67.31734562302994
Study 2,17,D1,hybrid,sr_gamma,0.9899999998582512,67.31734562302994
Study 2,17,D1,hybrid,softmax_temperature,2.366376699871194,67.31734562302994
Study 2,17,D1,sr,sr_gamma,0.9552130485408816,68.60270531405483
Study 2,17,D1,sr,softmax_temperature,0.31395291285787424,68.60270531405483
Study 2,17,D1,sr,lapse_rate,1.854072705503605e-7,68.60270531405483
Study 2,17,D2,bfs,search_threshold,2.1997229000256326,79.5788341478304
Study 2,17,D2,bfs,lapse_rate,1.966868471524144e-6,79.5788341478304
Study 2,17,D2,hybrid,search_threshold,4.756558609661888,78.44498035015701
Study 2,17,D2,hybrid,sr_gamma,4.768596588688148e-7,78.44498035015701
Study 2,17,D2,hybrid,softmax_temperature,0.949065021475686,78.44498035015701
Study 2,17,D2,sr,sr_gamma,0.99,78.4257386917115
Study 2,17,D2,sr,softmax_temperature,1.5772961015952665,78.4257386917115
Study 2,17,D2,sr,lapse_rate,0.7353939575801269,78.4257386917115
Study 2,18,D1,bfs,search_threshold,34.594098524157,62.23476764537194
Study 2,18,D1,bfs,lapse_rate,0.338094027530932,62.23476764537194
Study 2,18,D1,hybrid,search_threshold,5.600773141655431,65.45973998193381
Study 2,18,D1,hybrid,sr_gamma,0.9899999578745762,65.45973998193381
Study 2,18,D1,hybrid,softmax_temperature,1.9852299586156237,65.45973998193381
Study 2,18,D1,sr,sr_gamma,0.8243138500209413,60.21242885120914
Study 2,18,D1,sr,softmax_temperature,15.397030652810708,60.21242885120914
Study 2,18,D1,sr,lapse_rate,0.4347680946065094,60.21242885120914
Study 2,18,D2,bfs,search_threshold,14.805484465325875,53.7580689663675
Study 2,18,D2,bfs,lapse_rate,0.19513817601220476,53.7580689663675
Study 2,18,D2,hybrid,search_threshold,6.67263262470136,57.545352974646555
Study 2,18,D2,hybrid,sr_gamma,0.9899999996458224,57.545352974646555
Study 2,18,D2,hybrid,softmax_temperature,2.63630321719645,57.545352974646555
Study 2,18,D2,sr,sr_gamma,0.6157285629777148,53.949183458782834
Study 2,18,D2,sr,softmax_temperature,1.2786748779670436,53.949183458782834
Study 2,18,D2,sr,lapse_rate,0.3189474763199633,53.949183458782834
Study 2,19,D1,bfs,search_threshold,319.339997525938,20.240778239064618
Study 2,19,D1,bfs,lapse_rate,2.781149992162488e-21,20.240778239064618
Study 2,19,D1,hybrid,search_threshold,8.411602631371904e-7,12.635363656563792
Study 2,19,D1,hybrid,sr_gamma,0.9393662349838998,12.635363656563792
Study 2,19,D1,hybrid,softmax_temperature,7.710098601031241,12.635363656563792
Study 2,19,D1,sr,sr_gamma,0.9370304555923192,13.16338406541935
Study 2,19,D1,sr,softmax_temperature,1.898125613717996,13.16338406541935
Study 2,19,D1,sr,lapse_rate,1.959093042386014e-8,13.16338406541935
Study 2,19,D2,bfs,search_threshold,199.0360291041,19.000650977869295
Study 2,19,D2,bfs,lapse_rate,5.1879578063051134e-18,19.000650977869295
Study 2,19,D2,hybrid,search_threshold,1.1609245469902386e-6,3.5917008160336663
Study 2,19,D2,hybrid,sr_gamma,0.9749662945885889,3.5917008160336663
Study 2,19,D2,hybrid,softmax_temperature,3517.1225796269523,3.5917008160336663
Study 2,19,D2,sr,sr_gamma,0.9607352034069108,2.110993522950783
Study 2,19,D2,sr,softmax_temperature,8.791324792231022,2.110993522950783
Study 2,19,D2,sr,lapse_rate,3.4688958497411185e-11,2.110993522950783
Study 2,20,D1,bfs,search_threshold,3.074918567318794,79.22075485827065
Study 2,20,D1,bfs,lapse_rate,6.576779837429027e-7,79.22075485827065
Study 2,20,D1,hybrid,search_threshold,4.047372100507632,78.28797518136693
Study 2,20,D1,hybrid,sr_gamma,0.9724344924690344,78.28797518136693
Study 2,20,D1,hybrid,softmax_temperature,0.8523072801965298,78.28797518136693
Study 2,20,D1,sr,sr_gamma,1.51099461926609e-7,78.77886865357615
Study 2,20,D1,sr,softmax_temperature,0.16613166615658245,78.77886865357615
Study 2,20,D1,sr,lapse_rate,0.8120368997263533,78.77886865357615
Study 2,20,D2,bfs,search_threshold,7.384928716396132e-18,79.71192576439371
Study 2,20,D2,bfs,lapse_rate,0.9999999999999964,79.71192576439371
Study 2,20,D2,hybrid,search_threshold,3.6952969130401592e-6,79.20829159228398
Study 2,20,D2,hybrid,sr_gamma,0.6729985834057848,79.20829159228398
Study 2,20,D2,hybrid,softmax_temperature,0.9803514605056708,79.20829159228398
Study 2,20,D2,sr,sr_gamma,0.00408913750507471,79.08445654803577
Study 2,20,D2,sr,softmax_temperature,-7792.473705656072,79.08445654803577
Study 2,20,D2,sr,lapse_rate,0.8820513744769278,79.08445654803577
Study 2,22,D1,bfs,search_threshold,7.144681102532271,66.06618340404202
Study 2,22,D1,bfs,lapse_rate,4.605485222954767e-7,66.06618340404202
Study 2,22,D1,hybrid,search_threshold,6.487419530457363,64.84564478990431
Study 2,22,D1,hybrid,sr_gamma,0.07585586933260127,64.84564478990431
Study 2,22,D1,hybrid,softmax_temperature,1.5040273730465428,64.84564478990431
Study 2,22,D1,sr,sr_gamma,0.7944131618705267,65.91311945085108
Study 2,22,D1,sr,softmax_temperature,0.1486700691342343,65.91311945085108
Study 2,22,D1,sr,lapse_rate,6.267778028839322e-8,65.91311945085108
Study 2,22,D2,bfs,search_threshold,34.071293504705345,38.39902210587416
Study 2,22,D2,bfs,lapse_rate,0.08109822496479434,38.39902210587416
Study 2,22,D2,hybrid,search_threshold,5.026169735566097,33.88615945303141
