model,study,sub_id,measurement_id,param_name,param_value,neg_loglik
ideal_obs,Study 3,33,D1,softmax_temperature,-0.08983473510893071,78.4197023051937
ideal_obs,Study 3,33,D1b,softmax_temperature,-0.08664189915592228,78.5079397396461
ideal_obs,Study 3,33,D2,softmax_temperature,-8.346206271500341e-9,79.71192586454819
ideal_obs,Study 3,34,D1,softmax_temperature,-0.0834593545398765,78.59298952490172
ideal_obs,Study 3,34,D1b,softmax_temperature,-0.1059686970282004,77.93031705988294
ideal_obs,Study 3,34,D2,softmax_temperature,-0.1257637876651883,77.23537959250125
ideal_obs,Study 3,35,D1,softmax_temperature,-0.4785433647887961,57.09286825862563
ideal_obs,Study 3,35,D1b,softmax_temperature,-0.3450909561223389,65.24044307466325
ideal_obs,Study 3,35,D2,softmax_temperature,-0.45476763858998226,58.49240292458312
ideal_obs,Study 3,36,D1,softmax_temperature,-2.924303396386,7.813754356523114
ideal_obs,Study 3,36,D1b,softmax_temperature,-1.081402961301936,32.52562926647837
ideal_obs,Study 3,36,D2,softmax_temperature,-3.599795016210271,4.591523176877995
ideal_obs,Study 3,37,D1,softmax_temperature,-1.1680189508388503,30.27867183245442
ideal_obs,Study 3,37,D1b,softmax_temperature,-1.2717585645710978,27.842181379280067
ideal_obs,Study 3,37,D2,softmax_temperature,-3.599794898024907,4.5915231768779945
ideal_obs,Study 3,38,D1,softmax_temperature,-0.4186102476775432,60.674193023150536
ideal_obs,Study 3,38,D1b,softmax_temperature,-0.40518720874621056,61.49790006496996
ideal_obs,Study 3,38,D2,softmax_temperature,-0.4398246145676799,59.38688179202829
ideal_obs,Study 3,39,D1,softmax_temperature,-0.27064968934981726,69.83963673950032
ideal_obs,Study 3,39,D1b,softmax_temperature,-0.19286339556212667,74.22085747324412
ideal_obs,Study 3,39,D2,softmax_temperature,-0.20814088289577276,73.41901207627589
ideal_obs,Study 3,40,D1,softmax_temperature,-0.9157470050947224,37.49346991701102
ideal_obs,Study 3,40,D1b,softmax_temperature,-0.4625025371340167,58.03378305926037
ideal_obs,Study 3,40,D2,softmax_temperature,-0.45476763858998226,58.49240292458312
ideal_obs,Study 3,41,D1,softmax_temperature,-0.05211073218229791,79.27018407192722
ideal_obs,Study 3,41,D1b,softmax_temperature,-0.12911589414958866,77.10794109841468
ideal_obs,Study 3,41,D2,softmax_temperature,-0.10596869068459198,77.93031705988292
ideal_obs,Study 3,42,D1,softmax_temperature,-0.04592470480308094,79.36821578747771
ideal_obs,Study 3,42,D1b,softmax_temperature,-8.346206271500341e-9,79.71192610658818
ideal_obs,Study 3,42,D2,softmax_temperature,-0.06768668096117157,78.97076238043154
ideal_obs,Study 3,43,D1,softmax_temperature,-0.2445207656787906,71.38430112442114
ideal_obs,Study 3,43,D1b,softmax_temperature,-0.3396216247015942,65.58279224387417
ideal_obs,Study 3,43,D2,softmax_temperature,-0.3506473476630874,64.89258131561111
ideal_obs,Study 3,44,D1,softmax_temperature,-0.36787322313192017,63.81501596065856
ideal_obs,Study 3,44,D1b,softmax_temperature,-0.6078067479757491,50.086315851655456
ideal_obs,Study 3,44,D2,softmax_temperature,-0.5624006521718917,52.42467572198201
ideal_obs,Study 3,45,D1,softmax_temperature,-0.5731863322865868,51.856911413502736
ideal_obs,Study 3,45,D1b,softmax_temperature,-1.398785118494575,25.176190526009975
ideal_obs,Study 3,45,D2,softmax_temperature,-2.2691297100925674,12.927287931869392
ideal_obs,Study 3,46,D1,softmax_temperature,-0.8400766964199633,40.123726536813926
ideal_obs,Study 3,46,D1b,softmax_temperature,-0.345090954845743,65.24044307466325
ideal_obs,Study 3,46,D2,softmax_temperature,-0.37381309138983615,63.44418143291136
sr_analytic,Study 1,1,D1,softmax_temperature,54080.73916802566,74.0715245736623
sr_analytic,Study 1,1,D1,sr_gamma,4.813450507659446e-5,74.0715245736623
sr_analytic,Study 1,2,D1,softmax_temperature,9239.334461843744,76.81333748214377
sr_analytic,Study 1,2,D1,sr_gamma,1.9498012260053504e-4,76.81333748214377
sr_analytic,Study 1,3,D1,softmax_temperature,41.18418897741964,42.5112343934767
sr_analytic,Study 1,3,D1,sr_gamma,0.6177500200407425,42.5112343934767
sr_analytic,Study 1,4,D1,softmax_temperature,48.07880819599387,53.86179006453504
sr_analytic,Study 1,4,D1,sr_gamma,0.21231572399385976,53.86179006453504
sr_analytic,Study 1,5,D1,softmax_temperature,-1.431723411364743,79.58547327665407
sr_analytic,Study 1,5,D1,sr_gamma,0.41492522135360216,79.58547327665407
sr_analytic,Study 1,6,D1,softmax_temperature,27.053142595788803,59.54339724178331
sr_analytic,Study 1,6,D1,sr_gamma,0.33657861519376225,59.54339724178331
sr_analytic,Study 1,7,D1,softmax_temperature,12.627170537783108,70.48475183418111
sr_analytic,Study 1,7,D1,sr_gamma,0.6688251791276568,70.48475183418111
sr_analytic,Study 1,8,D1,softmax_temperature,14.37128390041572,71.09882966698189
sr_analytic,Study 1,8,D1,sr_gamma,0.8256747862149432,71.09882966698189
sr_analytic,Study 1,9,D1,softmax_temperature,66.22847417885046,46.58074296947039
sr_analytic,Study 1,9,D1,sr_gamma,0.9460644526820576,46.58074296947039
sr_analytic,Study 1,10,D1,softmax_temperature,89.09849170606942,79.27406030230925
sr_analytic,Study 1,10,D1,sr_gamma,0.00768805484226276,79.27406030230925
sr_analytic,Study 1,11,D1,softmax_temperature,30.25253629834103,51.13141591124477
sr_analytic,Study 1,11,D1,sr_gamma,0.7284159797509976,51.13141591124477
sr_analytic,Study 1,12,D1,softmax_temperature,17.237962965173686,71.80105068701035
sr_analytic,Study 1,12,D1,sr_gamma,0.24255729223891148,71.80105068701035
sr_analytic,Study 1,13,D1,softmax_temperature,29.3142038054197,62.67750350792068
sr_analytic,Study 1,13,D1,sr_gamma,0.9115869958336876,62.67750350792068
sr_analytic,Study 1,14,D1,softmax_temperature,36.12901392927968,49.336509307962
sr_analytic,Study 1,14,D1,sr_gamma,0.8334167058489474,49.336509307962
sr_analytic,Study 1,15,D1,softmax_temperature,19.598201038843612,61.777640179631895
sr_analytic,Study 1,15,D1,sr_gamma,0.6130298351593702,61.777640179631895
sr_analytic,Study 1,16,D1,softmax_temperature,37.143588888595865,57.99072279195153
sr_analytic,Study 1,16,D1,sr_gamma,0.23328326685764317,57.99072279195153
sr_analytic,Study 1,17,D1,softmax_temperature,4.761888252939787,78.62391568374446
sr_analytic,Study 1,17,D1,sr_gamma,0.8304649905539152,78.62391568374446
sr_analytic,Study 1,18,D1,softmax_temperature,46.5396789850961,72.42707977143732
sr_analytic,Study 1,18,D1,sr_gamma,0.07025263492053117,72.42707977143732
sr_analytic,Study 1,19,D1,softmax_temperature,34.13406166248874,47.2928419916573
sr_analytic,Study 1,19,D1,sr_gamma,0.7033771409673648,47.2928419916573
sr_analytic,Study 1,20,D1,softmax_temperature,21.65033381121105,59.83293111346027
sr_analytic,Study 1,20,D1,sr_gamma,0.6948906646576058,59.83293111346027
sr_analytic,Study 1,21,D1,softmax_temperature,13.790059364736951,75.43311155087662
sr_analytic,Study 1,21,D1,sr_gamma,0.9260031760031284,75.43311155087662
sr_analytic,Study 1,22,D1,softmax_temperature,10145.376511395663,8.249657451033926
sr_analytic,Study 1,22,D1,sr_gamma,0.16437962848524865,8.249657451033926
sr_analytic,Study 1,23,D1,softmax_temperature,9.057900568965074,79.56225723855778
